PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
06318, , 9.455443, -0.515363, -1.812078, -0.000000, 0.000000, -0.171389, 0.019397, 0.017027, -0.010923, -0.891357, 0.488281, 0.008545, 0.094553, -0.005157, -0.018129, 1.000000, 0.000097, 0.000085, -0.000055, -164.121172, -78.726182, 93.175990, , , 0.000000, , , 
06319, , 9.463474, -0.534514, -2.042537, 0.020092, -0.223577, -0.119153, -0.002241, 0.012475, -0.012616, -0.891357, 0.488281, 0.006348, 0.094633, -0.005351, -0.020431, 1.000000, -0.000011, 0.000062, -0.000063, -165.254030, -78.754000, 94.258006, , , 0.000000, , , 
06320, , 9.544037, -0.545790, -2.279788, 0.083945, -0.432511, 0.005146, -0.036465, 0.001864, -0.010067, -0.893311, 0.486328, 0.010498, 0.095440, -0.005467, -0.022798, 1.000000, -0.000182, 0.000009, -0.000050, -165.301616, -78.756499, 94.285222, , , 0.000000, , , 
06321, , 9.559232, -0.505791, -2.650295, 0.240089, -0.760614, 0.087950, -0.020916, -0.001731, -0.006847, -0.891357, 0.488281, 0.006348, 0.095592, -0.005064, -0.026502, 1.000000, -0.000105, -0.000009, -0.000034, -165.334593, -78.756670, 94.306772, , , 0.000000, , , 
06322, , 9.524360, -0.253701, -2.766248, 0.515350, -0.793887, 0.063247, -0.021504, -0.010363, -0.004545, -0.891357, 0.486328, 0.010498, 0.095245, -0.002542, -0.027657, 1.000000, -0.000108, -0.000052, -0.000023, -165.367137, -78.751584, 94.327390, , , 0.000000, , , 
06323, , 9.458017, -0.215349, -2.626317, 0.505174, -0.663805, -0.029939, -0.062851, -0.013430, -0.007332, -0.891357, 0.486328, 0.008545, 0.094582, -0.002165, -0.026256, 1.000000, -0.000314, -0.000067, -0.000037, -165.437901, -78.743313, 94.362870, , , 0.000000, , , 
06324, , 9.358558, -0.270545, -2.102867, 0.282365, -0.213730, -0.223504, -0.063094, -0.035713, -0.010975, -0.895508, 0.488281, 0.012695, 0.093589, -0.002717, -0.021011, 1.000000, -0.000315, -0.000179, -0.000055, -165.530359, -78.725080, 94.420285, , , 0.000000, , , 
06325, , 9.458231, -0.474356, -1.736947, -0.033835, 0.084375, -0.185026, -0.027686, -0.052066, -0.014516, -0.897461, 0.486328, 0.012695, 0.094586, -0.004753, -0.017344, 1.000000, -0.000138, -0.000260, -0.000073, -165.635878, -78.693124, 94.510891, , , 0.000000, , , 
06326, , 9.545009, -0.501431, -1.908619, -0.008431, -0.062429, -0.066022, -0.001660, -0.046061, -0.010690, -0.893311, 0.484131, 0.012451, 0.095454, -0.005020, -0.019064, 1.000000, -0.000008, -0.000230, -0.000053, -165.699115, -78.669070, 94.574413, , , 0.000000, , , 
06327, , 9.605349, -0.432141, -2.280789, 0.173100, -0.370035, 0.060741, -0.059011, -0.024316, -0.005472, -0.895508, 0.488281, 0.012695, 0.096056, -0.004331, -0.022795, 1.000000, -0.000295, -0.000122, -0.000027, -165.776178, -78.651904, 94.618013, , , 0.000000, , , 
06328, , 9.607026, -0.438629, -2.562779, 0.254786, -0.631348, 0.116646, -0.074058, -0.025783, -0.002755, -0.893555, 0.490479, 0.012695, 0.096073, -0.004397, -0.025614, 1.000000, -0.000370, -0.000129, -0.000014, -165.844264, -78.637969, 94.644179, , , 0.000000, , , 
06329, , 9.659597, -0.288992, -2.636304, 0.416201, -0.639587, 0.175263, -0.045162, 0.004155, -0.007174, -0.895508, 0.486328, 0.012695, 0.096595, -0.002899, -0.026364, 1.000000, -0.000226, 0.000021, -0.000036, -165.903989, -78.632026, 94.677720, , , 0.000000, , , 
06330, , 9.515822, -0.186925, -2.470316, 0.460299, -0.483633, -0.002361, -0.049978, 0.028736, -0.016057, -0.895508, 0.488281, 0.010498, 0.095155, -0.001883, -0.024716, 1.000000, -0.000250, 0.000144, -0.000080, -165.957122, -78.650233, 94.702707, , , 0.000000, , , 
06331, , 9.430347, -0.195404, -2.033816, 0.310643, -0.098575, -0.169046, -0.027411, 0.005282, -0.022039, -0.897461, 0.484131, 0.014648, 0.094303, -0.001967, -0.020340, 1.000000, -0.000137, 0.000026, -0.000110, -166.066403, -78.645027, 94.798545, , , 0.000000, , , 
