PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
06318, , 9.441505, 1.858301, 0.731145, -0.000000, -0.000000, -0.162305, -0.036505, -0.039094, -0.038532, -0.972656, 0.230713, -0.189697, 0.094417, 0.018566, 0.007327, 1.000000, -0.000183, -0.000195, -0.000193, 68.464990, -78.063613, -143.846356, , , 0.000000, , , 
06319, , 9.390251, 1.891676, 0.847922, -0.053393, 0.098974, -0.196993, -0.026826, -0.043325, -0.043885, -0.975098, 0.235107, -0.192139, 0.093905, 0.018897, 0.008497, 1.000000, -0.000134, -0.000217, -0.000219, 69.006936, -77.645615, -144.483220, , , 0.000000, , , 
06320, , 9.666724, 1.982347, 1.039373, -0.069160, 0.272931, 0.105794, -0.008666, -0.034821, -0.037885, -0.975098, 0.237305, -0.194336, 0.096669, 0.019806, 0.010410, 1.000000, -0.000043, -0.000174, -0.000189, 69.122391, -77.632470, -144.606498, , , 0.000000, , , 
06321, , 9.626464, 2.083821, 1.000185, 0.040429, 0.266423, 0.083720, -0.012054, -0.033478, -0.034272, -0.972900, 0.235107, -0.185547, 0.096267, 0.020822, 0.010017, 1.000000, -0.000060, -0.000167, -0.000171, 69.226766, -77.621306, -144.720498, , , 0.000000, , , 
06322, , 9.799479, 2.123341, 1.087072, 0.021859, 0.339387, 0.267215, -0.000846, -0.013376, -0.029468, -0.970459, 0.235107, -0.187744, 0.097997, 0.021219, 0.010877, 1.000000, -0.000004, -0.000067, -0.000147, 69.286150, -77.608230, -144.781794, , , 0.000000, , , 
06323, , 9.754503, 2.142998, 0.884787, 0.097791, 0.155933, 0.211869, -0.030546, -0.007511, -0.025383, -0.965820, 0.230957, -0.194092, 0.097547, 0.021419, 0.008848, 1.000000, -0.000153, -0.000038, -0.000127, 69.336122, -77.600098, -144.853371, , , 0.000000, , , 
06324, , 9.625316, 1.916860, 0.787735, -0.071327, 0.023806, 0.032918, -0.028277, 0.003025, -0.019412, -0.972900, 0.235107, -0.187744, 0.096255, 0.019160, 0.007873, 1.000000, -0.000141, 0.000015, -0.000097, 69.330394, -77.589079, -144.864095, , , 0.000000, , , 
06325, , 9.560214, 1.784183, 0.809138, -0.192897, 0.019537, -0.055735, 0.002246, 0.009295, -0.016706, -0.970459, 0.232910, -0.192139, 0.095604, 0.017834, 0.008087, 1.000000, 0.000011, 0.000046, -0.000084, 69.319706, -77.577383, -144.852043, , , 0.000000, , , 
06326, , 9.413398, 1.916964, 0.800252, -0.039986, 0.059438, -0.173077, 0.021942, 0.012840, -0.015141, -0.970703, 0.237305, -0.194336, 0.094136, 0.019162, 0.007999, 1.000000, 0.000110, 0.000064, -0.000076, 69.314951, -77.566668, -144.834299, , , 0.000000, , , 
06327, , 9.395229, 2.008198, 0.865217, 0.031647, 0.144721, -0.167489, 0.007016, -0.002403, -0.019558, -0.975098, 0.232910, -0.194336, 0.093954, 0.020072, 0.008654, 1.000000, 0.000035, -0.000012, -0.000098, 69.328636, -77.555244, -144.844002, , , 0.000000, , , 
06328, , 9.423157, 1.893631, 0.830864, -0.075250, 0.080943, -0.165934, -0.017199, -0.009876, -0.020494, -0.970459, 0.232910, -0.192139, 0.094233, 0.018927, 0.008312, 1.000000, -0.000086, -0.000049, -0.000102, 69.361528, -77.546253, -144.887777, , , 0.000000, , , 
