PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
06318, , 9.549768, -0.047772, -2.150682, -0.000000, -0.000000, -0.023622, -0.062061, 0.047766, 0.013698, -0.843262, -0.350342, 0.354004, 0.095493, -0.000478, -0.021529, 1.000000, -0.000310, 0.000239, 0.000068, -178.728496, -77.291664, -68.109442, , , 0.000000, , , 
06319, , 9.562591, -0.042476, -2.166785, 0.022124, 0.023450, -0.007644, -0.068966, 0.048935, 0.017558, -0.839111, -0.350342, 0.354004, 0.095621, -0.000424, -0.021691, 1.000000, -0.000345, 0.000245, 0.000088, -179.654229, -77.321564, -67.100239, , , 0.000000, , , 
06320, , 9.565519, -0.025468, -2.041723, 0.053151, -0.092021, -0.032240, -0.058541, 0.039542, 0.012093, -0.839111, -0.348145, 0.349854, 0.095651, -0.000255, -0.020436, 1.000000, -0.000293, 0.000198, 0.000060, -179.656336, -77.344178, -67.132459, , , 0.000000, , , 
06321, , 9.660170, 0.044112, -1.994592, 0.013563, -0.177105, 0.049750, -0.061257, 0.047968, 0.016280, -0.841064, -0.350342, 0.354004, 0.096597, 0.000443, -0.019969, 1.000000, -0.000306, 0.000240, 0.000081, -179.647401, -77.370519, -67.177002, , , 0.000000, , , 
06322, , 9.612094, 0.005522, -2.027591, 0.030178, -0.117754, 0.010180, -0.072645, 0.059767, 0.012064, -0.841309, -0.348145, 0.349854, 0.096115, 0.000054, -0.020305, 1.000000, -0.000363, 0.000299, 0.000060, -179.657204, -77.404720, -67.209609, , , 0.000000, , , 
06323, , 9.599717, -0.016479, -2.121895, 0.011040, -0.016641, 0.018736, -0.060683, 0.063712, 0.011072, -0.839111, -0.350342, 0.349854, 0.095990, -0.000166, -0.021249, 1.000000, -0.000303, 0.000319, 0.000055, -179.658657, -77.439470, -67.242554, , , 0.000000, , , 
06324, , 9.591988, -0.031183, -2.182779, -0.001705, 0.050986, 0.024442, -0.041469, 0.060578, 0.009669, -0.841309, -0.350342, 0.345703, 0.095913, -0.000312, -0.021857, 1.000000, -0.000207, 0.000303, 0.000048, -179.656585, -77.474145, -67.269017, , , 0.000000, , , 
06325, , 9.546838, -0.036989, -2.205338, -0.011218, 0.088036, -0.014774, -0.038654, 0.056669, 0.012737, -0.845459, -0.354736, 0.347900, 0.095462, -0.000368, -0.022080, 1.000000, -0.000193, 0.000283, 0.000064, -179.647578, -77.508092, -67.301619, , , 0.000000, , , 
06326, , 9.596137, -0.057113, -2.149286, 0.030775, 0.040031, 0.021233, -0.057124, 0.041181, 0.013679, -0.845459, -0.352539, 0.350098, 0.095957, -0.000571, -0.021512, 1.000000, -0.000286, 0.000206, 0.000068, -179.644240, -77.531638, -67.338559, , , 0.000000, , , 
06327, , 9.590257, -0.139832, -2.286214, 0.051963, 0.200876, 0.045116, -0.062382, 0.053364, 0.021957, -0.843506, -0.348145, 0.347900, 0.095897, -0.001395, -0.022887, 1.000000, -0.000312, 0.000267, 0.000110, -179.623869, -77.563342, -67.396712, , , 0.000000, , , 
06328, , 9.524014, -0.124489, -2.257629, 0.040164, 0.187008, -0.025826, -0.025088, 0.059645, 0.020496, -0.838867, -0.354736, 0.345947, 0.095234, -0.001238, -0.022605, 1.000000, -0.000125, 0.000298, 0.000102, -179.583848, -77.597434, -67.452411, , , 0.000000, , , 
06329, , 9.588486, -0.007322, -2.126513, -0.016030, 0.014560, 0.008754, -0.008764, 0.048421, 0.020326, -0.845459, -0.352539, 0.343750, 0.095880, -0.000064, -0.021288, 1.000000, -0.000044, 0.000242, 0.000102, -179.529445, -77.623601, -67.512998, , , 0.000000, , , 
06330, , 9.615156, -0.023601, -2.139634, -0.007361, 0.031385, 0.037631, -0.007718, 0.053558, 0.018458, -0.845459, -0.350342, 0.347900, 0.096146, -0.000228, -0.021422, 1.000000, -0.000039, 0.000268, 0.000092, -179.484407, -77.654196, -67.563632, , , 0.000000, , , 
06331, , 9.663716, 0.038543, -2.118464, -0.056528, -0.016847, 0.080407, -0.009940, 0.065725, 0.021751, -0.843262, -0.352539, 0.337402, 0.096630, 0.000395, -0.021216, 1.000000, -0.000050, 0.000329, 0.000109, -179.428729, -77.691254, -67.626918, , , 0.000000, , , 
06332, , 9.753675, -0.001347, -1.954701, 0.045737, -0.160705, 0.133524, -0.037486, 0.072147, 0.021842, -0.854248, -0.348145, 0.343506, 0.097530, -0.000006, -0.019582, 1.000000, -0.000187, 0.000361, 0.000109, -179.390800, -77.732460, -67.687718, , , 0.000000, , , 
06333, , 9.748236, -0.084724, -1.857275, 0.155064, -0.207530, 0.107879, -0.058659, 0.079437, 0.022713, -0.849854, -0.350342, 0.337402, 0.097475, -0.000842, -0.018611, 1.000000, -0.000293, 0.000397, 0.000114, -179.370523, -77.782814, -67.745935, , , 0.000000, , , 
06334, , 9.704633, -0.174853, -2.073910, 0.148501, 0.037715, 0.111430, -0.066151, 0.074745, 0.020238, -0.845459, -0.350342, 0.343750, 0.097039, -0.001746, -0.020775, 1.000000, -0.000331, 0.000374, 0.000101, -179.352570, -77.825508, -67.803079, , , 0.000000, , , 
06335, , 9.764244, -0.223136, -2.277287, 0.116206, 0.235296, 0.212651, -0.012981, 0.081410, 0.019020, -0.845459, -0.356689, 0.339600, 0.097633, -0.002224, -0.022812, 1.000000, -0.000065, 0.000407, 0.000095, -179.304621, -77.875981, -67.861085, , , 0.000000, , , 
06336, , 9.763293, -0.015216, -2.011166, 0.020698, -0.077524, 0.155285, 0.039120, 0.092794, 0.008206, -0.847656, -0.350342, 0.333252, 0.097624, -0.000144, -0.020157, 1.000000, 0.000196, 0.000464, 0.000041, -179.257160, -77.929085, -67.886702, , , 0.000000, , , 
06337, , 9.698614, 0.058647, -1.992032, -0.050105, -0.101638, 0.087914, -0.030720, 0.093725, 0.010410, -0.845459, -0.350342, 0.345703, 0.096977, 0.000588, -0.019966, 1.000000, -0.000154, 0.000469, 0.000052, -179.244909, -77.989444, -67.920619, , , 0.000000, , , 
06338, , 9.580476, -0.112347, -2.216075, 0.009921, 0.197453, 0.019405, -0.057757, 0.082747, 0.006414, -0.841064, -0.352539, 0.337402, 0.095796, -0.001127, -0.022200, 1.000000, -0.000289, 0.000414, 0.000032, -179.257781, -78.036803, -67.941291, , , 0.000000, , , 
06339, , 9.655522, -0.146479, -2.175118, 0.060259, 0.165651, 0.084313, -0.030672, 0.065751, -0.000039, -0.854004, -0.352539, 0.341553, 0.096548, -0.001468, -0.021783, 1.000000, -0.000153, 0.000329, -0.000000, -179.258482, -78.071757, -67.957056, , , 0.000000, , , 
06340, , 9.621556, -0.230336, -1.950533, 0.218106, 0.008168, 0.004865, -0.000870, 0.064913, -0.003885, -0.849854, -0.348145, 0.337402, 0.096209, -0.002305, -0.019537, 1.000000, -0.000004, 0.000325, -0.000019, -179.267270, -78.108971, -67.948583, , , 0.000000, , , 
06341, , 9.605094, -0.117074, -1.894893, 0.130171, -0.076843, -0.022932, 0.040717, 0.072659, -0.008508, -0.854004, -0.352295, 0.337402, 0.096044, -0.001171, -0.018984, 1.000000, 0.000204, 0.000363, -0.000043, -179.235797, -78.150196, -67.955898, , , 0.000000, , , 
06342, , 9.566912, -0.098347, -1.993441, 0.069912, 0.019011, -0.040070, -0.005695, 0.078737, -0.003740, -0.849609, -0.354492, 0.335449, 0.095661, -0.000986, -0.019972, 1.000000, -0.000028, 0.000394, -0.000019, -179.246418, -78.195331, -67.948378, , , 0.000000, , , 
06343, , 9.640298, -0.107324, -1.974980, 0.087298, -0.000746, 0.028034, 0.029905, 0.077357, -0.005781, -0.849854, -0.352539, 0.335449, 0.096395, -0.001073, -0.019787, 1.000000, 0.000150, 0.000387, -0.000029, -179.224051, -78.242373, -67.954739, , , 0.000000, , , 
06344, , 9.627092, -0.028683, -1.750320, 0.096265, -0.223259, -0.030754, -0.009552, 0.098989, -0.009004, -0.854248, -0.348145, 0.337402, 0.096262, -0.000292, -0.017551, 1.000000, -0.000048, 0.000495, -0.000045, -179.250722, -78.299154, -67.933088, , , 0.000000, , , 
06345, , 9.519264, -0.109393, -1.799677, 0.140158, -0.118606, -0.125920, -0.055269, 0.081646, -0.004895, -0.856201, -0.352295, 0.333252, 0.095185, -0.001101, -0.018035, 1.000000, -0.000276, 0.000408, -0.000024, -179.257988, -78.348846, -67.956695, , , 0.000000, , , 
06346, , 9.564216, -0.152190, -1.894861, 0.144739, -0.017320, -0.062475, -0.005315, 0.072865, -0.000310, -0.851807, -0.356689, 0.339600, 0.095635, -0.001523, -0.018983, 1.000000, -0.000027, 0.000364, -0.000002, -179.259233, -78.390595, -67.958531, , , 0.000000, , , 
06347, , 9.521787, -0.024786, -1.820825, 0.048081, -0.118478, -0.119180, 0.033818, 0.082053, -0.000823, -0.852051, -0.350342, 0.331055, 0.095210, -0.000245, -0.018247, 1.000000, 0.000169, 0.000410, -0.000004, -179.215000, -78.440995, -67.983141, , , 0.000000, , , 
06348, , 9.543206, -0.005346, -1.767480, 0.048900, -0.172074, -0.108833, 0.023766, 0.058600, 0.001143, -0.852051, -0.350342, 0.331055, 0.095427, -0.000051, -0.017703, 1.000000, 0.000119, 0.000293, 0.000006, -179.195879, -78.474557, -67.988756, , , 0.000000, , , 
06349, , 9.609161, 0.029055, -1.831140, -0.006109, -0.134830, -0.031497, 0.000734, 0.042811, 0.001690, -0.852051, -0.350342, 0.331055, 0.096088, 0.000291, -0.018332, 1.000000, 0.000004, 0.000214, 0.000008, -179.149921, -78.507822, -68.034614, , , 0.000000, , , 
