PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
31570, , 9.655327, -0.210571, -2.192031, -0.000000, -0.000000, 0.090578, -0.031844, 0.017856, 0.000010, -0.704346, 0.466553, 0.002197, 0.096551, -0.002109, -0.021929, 1.000000, -0.000159, 0.000089, 0.000000, -174.505910, -77.147037, 102.318762, , , 0.000000, , , 
31571, , 9.556489, -0.174054, -2.112032, -0.019198, 0.061942, -0.024264, -0.032349, 0.014984, 0.000957, -0.704102, 0.462402, 0.004150, 0.095563, -0.001743, -0.021127, 1.000000, -0.000162, 0.000075, 0.000005, -175.413347, -77.122308, 103.361089, , , 0.000000, , , 
31572, , 9.547208, -0.293218, -2.144247, -0.122370, -0.007720, -0.024025, -0.028358, 0.011933, 0.004826, -0.706543, 0.468750, 0.004395, 0.095471, -0.002933, -0.021448, 1.000000, -0.000142, 0.000060, 0.000024, -175.415143, -77.128902, 103.346264, , , 0.000000, , , 
31573, , 9.511629, -0.332265, -2.170585, -0.149833, -0.052760, -0.052170, -0.031947, 0.010059, 0.002214, -0.710449, 0.464600, 0.008545, 0.095115, -0.003325, -0.021710, 1.000000, -0.000160, 0.000050, 0.000011, -175.427574, -77.134084, 103.339899, , , 0.000000, , , 
31574, , 9.524958, -0.371689, -2.172880, -0.187728, -0.065039, -0.037979, -0.037860, 0.009416, -0.000077, -0.706299, 0.464600, 0.004395, 0.095249, -0.003721, -0.021733, 1.000000, -0.000189, 0.000047, -0.000000, -175.447579, -77.139465, 103.338168, , , 0.000000, , , 
31575, , 9.522474, -0.385043, -2.191920, -0.195115, -0.088168, -0.035958, -0.039394, 0.006875, -0.000319, -0.702393, 0.468506, 0.006348, 0.095224, -0.003855, -0.021922, 1.000000, -0.000197, 0.000034, -0.000002, -175.467303, -77.143369, 103.335364, , , 0.000000, , , 
31576, , 9.600183, -0.335716, -2.298061, -0.120864, -0.155019, 0.062467, -0.028672, -0.003307, 0.000832, -0.708496, 0.466553, 0.006348, 0.096002, -0.003360, -0.022979, 1.000000, -0.000143, -0.000017, 0.000004, -175.482305, -77.141443, 103.333901, , , 0.000000, , , 
31577, , 9.529871, -0.249882, -2.349360, -0.020389, -0.192357, 0.003777, -0.025425, 0.017330, -0.003096, -0.704346, 0.466553, 0.004395, 0.095297, -0.002503, -0.023502, 1.000000, -0.000127, 0.000087, -0.000015, -175.495049, -77.151048, 103.332343, , , 0.000000, , , 
31578, , 9.451916, -0.210667, -2.214297, -0.020375, -0.072960, -0.102875, -0.032791, -0.001984, -0.003920, -0.702393, 0.466553, 0.010498, 0.094519, -0.002112, -0.022142, 1.000000, -0.000164, -0.000010, -0.000020, -175.524044, -77.150091, 103.342812, , , 0.000000, , , 
31579, , 9.505627, -0.210512, -1.979778, -0.094531, 0.157272, -0.102533, -0.037599, -0.019097, -0.003321, -0.700195, 0.464355, 0.004395, 0.095058, -0.002110, -0.019788, 1.000000, -0.000188, -0.000095, -0.000017, -175.550075, -77.138056, 103.347802, , , 0.000000, , , 
31580, , 9.574994, -0.203682, -2.146500, -0.042684, 0.020960, 0.001954, -0.018863, -0.011445, 0.001662, -0.706299, 0.466553, 0.004395, 0.095751, -0.002038, -0.021459, 1.000000, -0.000094, -0.000057, 0.000008, -175.558950, -77.131444, 103.345820, , , 0.000000, , , 
31581, , 9.555688, -0.215746, -2.256970, -0.020377, -0.088440, 0.007873, -0.030599, -0.007012, 0.002403, -0.702393, 0.468506, 0.006348, 0.095558, -0.002160, -0.022566, 1.000000, -0.000153, -0.000035, 0.000012, -175.562653, -77.126977, 103.332102, , , 0.000000, , , 
31582, , 9.506590, -0.214124, -2.281972, -0.009870, -0.121267, -0.034462, -0.033543, -0.008300, -0.004731, -0.706299, 0.462402, 0.006348, 0.095067, -0.002147, -0.022815, 1.000000, -0.000168, -0.000041, -0.000024, -175.595298, -77.122445, 103.345875, , , 0.000000, , , 
31583, , 9.538496, -0.351536, -2.278068, -0.144638, -0.151736, -0.001870, -0.025452, -0.004538, -0.006714, -0.702393, 0.466553, 0.010498, 0.095385, -0.003521, -0.022778, 1.000000, -0.000127, -0.000023, -0.000034, -175.616746, -77.118775, 103.353468, , , 0.000000, , , 
31584, , 9.527071, -0.349222, -2.156999, -0.179066, -0.040993, -0.039973, -0.003444, -0.004152, -0.006190, -0.704346, 0.464355, 0.008545, 0.095271, -0.003496, -0.021568, 1.000000, -0.000017, -0.000021, -0.000031, -175.634974, -77.116674, 103.370143, , , 0.000000, , , 
31585, , 9.578462, -0.334987, -2.114168, -0.181433, 0.015504, 0.000350, -0.009808, -0.017733, -0.008918, -0.704346, 0.464355, 0.006348, 0.095786, -0.003355, -0.021133, 1.000000, -0.000049, -0.000089, -0.000045, -175.646096, -77.104921, 103.376818, , , 0.000000, , , 
31586, , 9.597569, -0.292744, -2.177743, -0.124595, -0.025772, 0.032383, -0.026869, -0.005365, -0.006080, -0.702148, 0.466553, 0.006348, 0.095976, -0.002933, -0.021774, 1.000000, -0.000134, -0.000027, -0.000030, -175.677677, -77.102119, 103.393423, , , 0.000000, , , 
31587, , 9.597349, -0.291719, -2.178849, -0.123592, -0.025262, 0.032397, -0.027466, -0.016027, -0.002946, -0.708496, 0.464600, 0.010498, 0.095975, -0.002922, -0.021780, 1.000000, -0.000137, -0.000080, -0.000015, -175.675275, -77.091552, 103.376275, , , 0.000000, , , 
31588, , 9.537796, -0.207288, -2.353308, 0.011089, -0.173477, 0.011791, 0.007526, -0.010886, -0.003299, -0.704346, 0.468506, 0.008545, 0.095379, -0.002074, -0.023528, 1.000000, 0.000038, -0.000054, -0.000016, -175.681236, -77.085475, 103.386813, , , 0.000000, , , 
31589, , 9.534774, -0.221530, -2.374419, 0.004735, -0.195884, 0.013831, 0.014642, -0.018931, -0.000327, -0.702393, 0.468506, 0.008545, 0.095350, -0.002214, -0.023735, 1.000000, 0.000073, -0.000095, -0.000002, -175.644444, -77.071932, 103.359356, , , 0.000000, , , 
31590, , 9.505257, -0.184675, -2.217624, -0.005785, -0.043678, -0.050519, 0.005516, -0.022371, 0.000468, -0.704346, 0.466553, 0.010498, 0.095055, -0.001846, -0.022166, 1.000000, 0.000028, -0.000112, 0.000002, -175.644358, -77.059130, 103.362511, , , 0.000000, , , 
31591, , 9.537561, -0.299218, -2.142011, -0.138859, 0.002069, -0.033959, -0.004258, -0.024325, -0.001741, -0.706299, 0.466553, 0.004395, 0.095378, -0.002993, -0.021408, 1.000000, -0.000021, -0.000122, -0.000009, -175.622538, -77.040874, 103.339350, , , 0.000000, , , 
31592, , 9.529808, -0.317474, -2.129750, -0.160298, 0.008107, -0.043957, 0.004074, -0.017121, -0.001970, -0.704102, 0.462402, 0.006348, 0.095300, -0.003175, -0.021289, 1.000000, 0.000020, -0.000086, -0.000010, -175.628337, -77.031179, 103.347696, , , 0.000000, , , 
