PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
28373, , 9.423110, -0.173174, -2.320544, 0.020580, 0.169629, -0.108013, -0.003289, 0.039980, 0.021552, -0.698975, -0.439209, 0.262451, 0.094227, -0.001722, -0.023224, 1.000000, -0.000016, 0.000200, 0.000108, -176.833180, -77.113950, -81.371997, , , 0.000000, , , 
28374, , 9.395030, -0.216352, -2.557274, 0.011879, 0.413473, -0.082223, 0.017404, 0.031765, 0.014306, -0.698975, -0.437012, 0.262451, 0.093946, -0.002155, -0.025588, 1.000000, 0.000087, 0.000159, 0.000072, -176.782977, -77.131665, -81.413266, , , 0.000000, , , 
28375, , 9.428603, -0.210610, -2.682945, -0.020076, 0.525710, -0.021654, 0.032548, -0.005474, 0.014083, -0.698975, -0.432861, 0.266602, 0.094287, -0.002095, -0.026827, 1.000000, 0.000163, -0.000027, 0.000070, -176.730087, -77.128120, -81.448534, , , 0.000000, , , 
28376, , 9.518438, -0.228101, -2.643155, 0.006655, 0.469415, 0.057397, 0.008744, -0.031390, 0.011618, -0.696777, -0.437012, 0.266602, 0.095189, -0.002274, -0.026417, 1.000000, 0.000044, -0.000157, 0.000058, -176.700523, -77.109783, -81.473721, , , 0.000000, , , 
28377, , 9.521573, -0.250025, -2.575224, 0.041181, 0.405633, 0.045731, 0.010947, -0.015704, 0.008306, -0.694580, -0.437012, 0.262451, 0.095218, -0.002495, -0.025745, 1.000000, 0.000055, -0.000079, 0.000042, -176.674862, -77.099083, -81.493567, , , 0.000000, , , 
28378, , 9.401702, -0.264640, -2.378505, 0.090079, 0.245912, -0.114712, 0.041330, -0.011794, 0.006635, -0.701172, -0.432861, 0.266602, 0.094019, -0.002638, -0.023780, 1.000000, 0.000207, -0.000059, 0.000033, -176.636336, -77.092115, -81.508796, , , 0.000000, , , 
28379, , 9.388634, -0.189644, -2.239243, 0.043361, 0.096924, -0.159431, 0.056276, -0.052548, 0.002668, -0.696777, -0.437012, 0.264648, 0.093892, -0.001889, -0.022368, 1.000000, 0.000281, -0.000263, 0.000013, -176.601862, -77.059071, -81.510917, , , 0.000000, , , 
28380, , 9.486027, -0.154208, -2.231694, 0.013515, 0.054259, -0.066621, 0.026259, -0.083360, 0.004655, -0.698975, -0.432861, 0.264404, 0.094870, -0.001537, -0.022278, 1.000000, 0.000131, -0.000417, 0.000023, -176.587576, -77.011235, -81.510138, , , 0.000000, , , 
28381, , 9.558493, -0.181983, -2.310164, 0.027691, 0.110797, 0.022033, 0.014043, -0.064736, 0.005430, -0.698975, -0.434814, 0.266602, 0.095592, -0.001816, -0.023071, 1.000000, 0.000070, -0.000324, 0.000027, -176.571255, -76.970713, -81.518404, , , 0.000000, , , 
28382, , 9.563624, -0.221876, -2.344019, 0.060167, 0.144777, 0.035256, 0.022902, -0.042206, 0.005844, -0.696777, -0.439209, 0.268799, 0.095641, -0.002213, -0.023420, 1.000000, 0.000115, -0.000211, 0.000029, -176.549968, -76.946373, -81.526786, , , 0.000000, , , 
