PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z 
28373 NONE 9.492939 0.111732 -2.228066 0.024786 0.297909 -0.065724 -0.006254 0.019323 0.002077 -0.736084 0.444092 0.102539 0.094927 0.001118 -0.022290 1.000000 -0.000031 0.000097 0.000010 179.278926 -75.103305 101.496703 NONE NONE 0.000000 NONE NONE NONE 28373 NONE 9.427645 -0.440518 -2.067963 -0.161869 -0.205215 -0.154391 0.010836 0.035529 -0.003484 -0.700195 0.464355 0.004395 0.094273 -0.004406 -0.020697 1.000000 0.000054 0.000178 -0.000017 -173.198810 -78.468035 99.223570 NONE NONE 0.000000 NONE NONE NONE 28373 NONE -9.170393 2.500784 1.131981 -0.214207 -0.046991 -0.242770 -0.050283 0.013698 -0.027302 0.544434 -0.641602 0.103027 -0.091700 0.025023 0.011320 1.000000 -0.000251 0.000068 -0.000137 61.557096 73.984732 129.598084 NONE NONE 0.000000 NONE NONE NONE 28373 NONE 9.771418 -1.807825 -0.938251 -0.104032 0.045371 0.168108 -0.006741 -0.009703 -0.006063 -0.703369 0.531494 0.090576 0.097714 -0.018082 -0.009377 1.000000 -0.000034 -0.000049 -0.000030 -119.918310 -78.649124 27.143247 NONE NONE 0.000000 NONE NONE NONE 28373 NONE 9.529261 1.992277 1.188112 0.062398 0.246498 -0.008457 0.021300 -0.024459 -0.004013 -0.833740 0.231934 -0.069336 0.095292 0.019920 0.011895 1.000000 0.000107 -0.000122 -0.000020 64.197335 -77.280460 -156.470371 NONE NONE 0.000000 NONE NONE NONE 28373 NONE 9.423110 -0.173174 -2.320544 0.020580 0.169629 -0.108013 -0.003289 0.039980 0.021552 -0.698975 -0.439209 0.262451 0.094227 -0.001722 -0.023224 1.000000 -0.000016 0.000200 0.000108 -176.833180 -77.113950 -81.371997 NONE NONE 0.000000 NONE NONE NONE 
28374 NONE 9.483537 0.094947 -2.282920 0.018588 0.238640 -0.060717 -0.005129 0.014015 -0.007674 -0.729492 0.435303 0.098145 0.094834 0.000945 -0.022836 1.000000 -0.000026 0.000070 -0.000038 179.259070 -75.111278 101.514208 NONE NONE 0.000000 NONE NONE NONE 28374 NONE 9.407300 -0.476540 -2.303500 -0.131440 -0.443350 -0.126787 -0.006853 0.016301 -0.008718 -0.702148 0.464355 0.002197 0.094071 -0.004770 -0.023043 1.000000 -0.000034 0.000082 -0.000044 -173.221947 -78.477692 99.243079 NONE NONE 0.000000 NONE NONE NONE 28374 NONE -9.264892 2.583746 1.165841 -0.262449 -0.006236 -0.127429 -0.057882 0.015647 -0.019988 0.542236 -0.643799 0.109619 -0.092645 0.025850 0.011658 1.000000 -0.000289 0.000078 -0.000100 61.530263 73.999301 129.605032 NONE NONE 0.000000 NONE NONE NONE 28374 NONE 9.862714 -1.658356 -1.190742 0.048575 -0.205532 0.256898 -0.000406 0.006232 -0.001785 -0.703369 0.529297 0.088623 0.098627 -0.016584 -0.011910 1.000000 -0.000002 0.000031 -0.000009 -119.908337 -78.651363 27.132380 NONE NONE 0.000000 NONE NONE NONE 28374 NONE 9.794500 2.153204 1.371766 0.171370 0.400380 0.299710 0.023469 -0.012988 -0.002444 -0.840820 0.238525 -0.071777 0.097944 0.021529 0.013727 1.000000 0.000117 -0.000065 -0.000012 64.242781 -77.282247 -156.503162 NONE NONE 0.000000 NONE NONE NONE 28374 NONE 9.395030 -0.216352 -2.557274 0.011879 0.413473 -0.082223 0.017404 0.031765 0.014306 -0.698975 -0.437012 0.262451 0.093946 -0.002155 -0.025588 1.000000 0.000087 0.000159 0.000072 -176.782977 -77.131665 -81.413266 NONE NONE 0.000000 NONE NONE NONE 
28375 NONE 9.555368 0.216283 -2.247027 0.126432 0.312940 -0.000090 0.018444 -0.004932 -0.018704 -0.736084 0.450684 0.102295 0.095554 0.002156 -0.022468 1.000000 0.000092 -0.000025 -0.000094 179.225575 -75.107974 101.559374 NONE NONE 0.000000 NONE NONE NONE 28375 NONE 9.438722 -0.445605 -2.506044 -0.048778 -0.619851 -0.056576 -0.021455 -0.012957 -0.013734 -0.702148 0.464600 -0.001953 0.094389 -0.004465 -0.025054 1.000000 -0.000107 -0.000065 -0.000069 -173.276841 -78.471245 99.286556 NONE NONE 0.000000 NONE NONE NONE 28375 NONE -9.288050 2.588556 1.190980 -0.255279 0.014485 -0.100759 -0.065231 0.019835 -0.015042 0.540039 -0.643799 0.105225 -0.092877 0.025896 0.011911 1.000000 -0.000326 0.000099 -0.000075 61.513402 74.012295 129.626373 NONE NONE 0.000000 NONE NONE NONE 28375 NONE 9.774379 -1.467248 -1.253039 0.218319 -0.287210 0.143780 0.020705 0.012674 -0.005751 -0.703369 0.525146 0.094971 0.097743 -0.014674 -0.012538 1.000000 0.000104 0.000063 -0.000029 -119.873281 -78.657838 27.108726 NONE NONE 0.000000 NONE NONE NONE 28375 NONE 9.709814 2.222245 1.105765 0.247451 0.140461 0.205327 -0.002401 0.005066 -0.009614 -0.845459 0.236328 -0.067383 0.097099 0.022218 0.011055 1.000000 -0.000012 0.000025 -0.000048 64.240428 -77.276025 -156.502161 NONE NONE 0.000000 NONE NONE NONE 28375 NONE 9.428603 -0.210610 -2.682945 -0.020076 0.525710 -0.021654 0.032548 -0.005474 0.014083 -0.698975 -0.432861 0.266602 0.094287 -0.002095 -0.026827 1.000000 0.000163 -0.000027 0.000070 -176.730087 -77.128120 -81.448534 NONE NONE 0.000000 NONE NONE NONE 
28376 NONE 9.633001 0.273183 -2.288824 0.183522 0.304176 0.085891 0.010709 -0.016869 -0.033310 -0.733887 0.437500 0.093750 0.096332 0.002717 -0.022880 1.000000 0.000054 -0.000084 -0.000167 179.160487 -75.098041 101.633075 NONE NONE 0.000000 NONE NONE NONE 28376 NONE 9.540263 -0.391839 -2.502753 -0.003939 -0.580024 0.041118 -0.034875 -0.034340 -0.016957 -0.706543 0.468750 0.002197 0.095407 -0.003931 -0.025010 1.000000 -0.000174 -0.000172 -0.000085 -173.352650 -78.451406 99.343645 NONE NONE 0.000000 NONE NONE NONE 28376 NONE -9.311060 2.593911 1.216098 -0.247980 0.035207 -0.074085 -0.049889 0.013883 -0.008513 0.544434 -0.645996 0.111816 -0.093109 0.025946 0.012161 1.000000 -0.000249 0.000069 -0.000043 61.503243 74.019895 129.645369 NONE NONE 0.000000 NONE NONE NONE 28376 NONE 9.624942 -1.592569 -1.090612 0.074728 -0.134560 0.002684 0.018584 0.034976 -0.006255 -0.698975 0.531494 0.090576 0.096247 -0.015928 -0.010924 1.000000 0.000093 0.000175 -0.000031 -119.788602 -78.670924 27.033072 NONE NONE 0.000000 NONE NONE NONE 28376 NONE 9.840720 1.939491 1.241006 -0.052612 0.276355 0.289904 -0.000512 0.008540 -0.004641 -0.833740 0.232178 -0.073730 0.098408 0.019393 0.012406 1.000000 -0.000003 0.000043 -0.000023 64.223507 -77.270641 -156.485226 NONE NONE 0.000000 NONE NONE NONE 28376 NONE 9.518438 -0.228101 -2.643155 0.006655 0.469415 0.057397 0.008744 -0.031390 0.011618 -0.696777 -0.437012 0.266602 0.095189 -0.002274 -0.026417 1.000000 0.000044 -0.000157 0.000058 -176.700523 -77.109783 -81.473721 NONE NONE 0.000000 NONE NONE NONE 
28377 NONE 9.652284 0.266219 -2.280919 0.170877 0.316787 0.102478 0.006448 -0.028799 -0.031363 -0.736084 0.441895 0.100342 0.096527 0.002648 -0.022795 1.000000 0.000032 -0.000144 -0.000157 179.095272 -75.082093 101.704222 NONE NONE 0.000000 NONE NONE NONE 28377 NONE 9.558988 -0.323225 -2.405269 0.031326 -0.463185 0.038634 -0.041800 -0.034238 -0.020437 -0.697998 0.466553 0.004395 0.095594 -0.003247 -0.024036 1.000000 -0.000209 -0.000171 -0.000102 -173.444507 -78.433265 99.412957 NONE NONE 0.000000 NONE NONE NONE 28377 NONE -9.370685 2.618816 1.250031 -0.247786 0.062960 -0.006304 -0.024635 0.015602 -0.001517 0.540039 -0.648193 0.103271 -0.093706 0.026190 0.012504 1.000000 -0.000123 0.000078 -0.000008 61.515119 74.024923 129.672405 NONE NONE 0.000000 NONE NONE NONE 28377 NONE 9.638521 -1.663194 -1.074743 0.007704 -0.117030 0.026450 0.006268 0.031471 -0.003640 -0.703613 0.531494 0.094727 0.096383 -0.016633 -0.010763 1.000000 0.000031 0.000157 -0.000018 -119.712002 -78.681683 26.958614 NONE NONE 0.000000 NONE NONE NONE 28377 NONE 9.530202 1.938678 0.961390 0.000285 0.024058 -0.039923 -0.003986 0.020555 -0.009614 -0.833740 0.234131 -0.076172 0.095304 0.019382 0.009604 1.000000 -0.000020 0.000103 -0.000048 64.184910 -77.260557 -156.447997 NONE NONE 0.000000 NONE NONE NONE 28377 NONE 9.521573 -0.250025 -2.575224 0.041181 0.405633 0.045731 0.010947 -0.015704 0.008306 -0.694580 -0.437012 0.262451 0.095218 -0.002495 -0.025745 1.000000 0.000055 -0.000079 0.000042 -176.674862 -77.099083 -81.493567 NONE NONE 0.000000 NONE NONE NONE 
28378 NONE 9.664144 0.137740 -2.435444 0.069012 0.150704 0.153183 0.006270 -0.016552 -0.025007 -0.731689 0.444092 0.098145 0.096644 0.001366 -0.024346 1.000000 0.000031 -0.000083 -0.000125 179.045687 -75.072378 101.759256 NONE NONE 0.000000 NONE NONE NONE 28378 NONE 9.586873 -0.236416 -2.321259 0.087458 -0.351712 0.047379 -0.044431 -0.032529 -0.017452 -0.704346 0.464600 0.004395 0.095872 -0.002378 -0.023196 1.000000 -0.000222 -0.000163 -0.000087 -173.524487 -78.412005 99.468794 NONE NONE 0.000000 NONE NONE NONE 28378 NONE -9.430725 2.704022 1.289970 -0.298637 0.116885 0.077282 -0.000835 0.006667 0.003174 0.542236 -0.652344 0.105713 -0.094307 0.027039 0.012903 1.000000 -0.000004 0.000033 0.000016 61.534259 74.023732 129.692429 NONE NONE 0.000000 NONE NONE NONE 28378 NONE 9.607210 -1.676901 -1.023086 -0.009886 -0.070414 -0.006968 0.011455 0.026743 -0.006513 -0.705566 0.529297 0.090576 0.096070 -0.016772 -0.010245 1.000000 0.000057 0.000134 -0.000033 -119.655012 -78.692425 26.906920 NONE NONE 0.000000 NONE NONE NONE 28378 NONE 9.557344 1.800082 0.960827 -0.142124 0.026111 -0.041023 0.012677 0.011819 -0.011837 -0.835938 0.229736 -0.069336 0.095575 0.017995 0.009604 1.000000 0.000063 0.000059 -0.000059 64.172888 -77.250502 -156.428495 NONE NONE 0.000000 NONE NONE NONE 28378 NONE 9.401702 -0.264640 -2.378505 0.090079 0.245912 -0.114712 0.041330 -0.011794 0.006635 -0.701172 -0.432861 0.266602 0.094019 -0.002638 -0.023780 1.000000 0.000207 -0.000059 0.000033 -176.636336 -77.092115 -81.508796 NONE NONE 0.000000 NONE NONE NONE 
28379 NONE 9.500497 0.145389 -2.462714 0.087998 0.085310 0.002124 0.005788 -0.003502 -0.013711 -0.733887 0.444092 0.104736 0.095006 0.001448 -0.024625 1.000000 0.000029 -0.000018 -0.000069 179.014280 -75.072019 101.794820 NONE NONE 0.000000 NONE NONE NONE 28379 NONE 9.610160 -0.273453 -2.185060 0.011145 -0.226724 0.043931 -0.016264 -0.025962 -0.014750 -0.704346 0.464600 0.002197 0.096104 -0.002743 -0.021838 1.000000 -0.000081 -0.000130 -0.000074 -173.582875 -78.398173 99.518885 NONE NONE 0.000000 NONE NONE NONE 28379 NONE -9.440164 2.818520 1.343676 -0.380075 0.203721 0.121107 -0.000431 -0.002914 -0.002343 0.542236 -0.650146 0.105469 -0.094402 0.028186 0.013435 1.000000 -0.000002 -0.000015 -0.000012 61.526649 74.024117 129.684770 NONE NONE 0.000000 NONE NONE NONE 28379 NONE 9.495966 -1.635590 -0.959014 0.012885 -0.021497 -0.129320 0.013867 0.024501 -0.012469 -0.708008 0.533691 0.088379 0.094957 -0.016361 -0.009603 1.000000 0.000069 0.000123 -0.000062 -119.603679 -78.705575 26.862674 NONE NONE 0.000000 NONE NONE NONE 28379 NONE 9.571842 1.879284 1.084890 -0.065166 0.143534 0.000773 0.030925 0.016410 -0.009112 -0.833740 0.231934 -0.067383 0.095720 0.018787 0.010844 1.000000 0.000155 0.000082 -0.000046 64.163268 -77.241706 -156.400465 NONE NONE 0.000000 NONE NONE NONE 28379 NONE 9.388634 -0.189644 -2.239243 0.043361 0.096924 -0.159431 0.056276 -0.052548 0.002668 -0.696777 -0.437012 0.264648 0.093892 -0.001889 -0.022368 1.000000 0.000281 -0.000263 0.000013 -176.601862 -77.059071 -81.510917 NONE NONE 0.000000 NONE NONE NONE 
28380 NONE 9.498434 0.127640 -2.478020 0.071916 0.067038 0.004006 -0.032762 -0.004892 -0.010296 -0.733887 0.446289 0.100342 0.094985 0.001267 -0.024778 1.000000 -0.000164 -0.000024 -0.000051 178.973573 -75.069113 101.817522 NONE NONE 0.000000 NONE NONE NONE 28380 NONE 9.600807 -0.253076 -1.991316 -0.022826 -0.037955 -0.004379 0.049622 -0.014641 -0.008863 -0.697998 0.464355 0.004395 0.096009 -0.002530 -0.019907 1.000000 0.000248 -0.000073 -0.000044 -173.579388 -78.384614 99.544529 NONE NONE 0.000000 NONE NONE NONE 28380 NONE -9.466461 2.882168 1.303171 -0.448992 0.182114 0.156479 -0.025007 -0.013188 -0.007813 0.542236 -0.647949 0.105469 -0.094664 0.028827 0.013022 1.000000 -0.000125 -0.000066 -0.000039 61.490363 74.020739 129.661243 NONE NONE 0.000000 NONE NONE NONE 28380 NONE 9.595810 -1.689302 -0.846901 -0.019139 0.100244 -0.033110 -0.053455 0.021574 -0.001470 -0.701172 0.527344 0.092773 0.095957 -0.016896 -0.008475 1.000000 -0.000267 0.000108 -0.000007 -119.590741 -78.712195 26.817930 NONE NONE 0.000000 NONE NONE NONE 28380 NONE 9.572121 2.067671 1.492900 0.129107 0.536636 0.077958 0.026799 0.067691 -0.020530 -0.833740 0.229980 -0.069336 0.095728 0.020665 0.014899 1.000000 0.000134 0.000338 -0.000103 64.038441 -77.213622 -156.257176 NONE NONE 0.000000 NONE NONE NONE 28380 NONE 9.486027 -0.154208 -2.231694 0.013515 0.054259 -0.066621 0.026259 -0.083360 0.004655 -0.698975 -0.432861 0.264404 0.094870 -0.001537 -0.022278 1.000000 0.000131 -0.000417 0.000023 -176.587576 -77.011235 -81.510138 NONE NONE 0.000000 NONE NONE NONE 
28381 NONE 9.445999 0.087703 -2.297934 0.001004 0.216644 -0.093215 -0.026858 0.001664 -0.011128 -0.733887 0.444092 0.100342 0.094460 0.000869 -0.022980 1.000000 -0.000134 0.000008 -0.000056 178.926452 -75.072085 101.849828 NONE NONE 0.000000 NONE NONE NONE 28381 NONE 9.616224 -0.200678 -1.911725 0.005386 0.055515 -0.006382 0.047168 -0.011264 -0.004983 -0.702148 0.464355 0.002197 0.096163 -0.002005 -0.019112 1.000000 0.000236 -0.000056 -0.000025 -173.569675 -78.378520 99.562203 NONE NONE 0.000000 NONE NONE NONE 28381 NONE -9.370325 2.836428 1.262523 -0.442221 0.147334 0.047587 -0.047117 -0.025660 -0.008664 0.542236 -0.647949 0.105469 -0.093704 0.028371 0.012607 1.000000 -0.000236 -0.000128 -0.000043 61.409987 74.018072 129.605718 NONE NONE 0.000000 NONE NONE NONE 28381 NONE 9.514551 -1.734338 -0.974108 -0.083621 -0.031320 -0.092835 -0.069869 0.009550 -0.004967 -0.703369 0.529297 0.086426 0.095145 -0.017349 -0.009740 1.000000 -0.000349 0.000048 -0.000025 -119.613978 -78.717373 26.800804 NONE NONE 0.000000 NONE NONE NONE 28381 NONE 9.240635 1.957348 0.942958 0.069324 0.017102 -0.320343 -0.013119 0.089858 -0.033586 -0.833740 0.227783 -0.078125 0.092414 0.019559 0.009387 1.000000 -0.000066 0.000449 -0.000168 63.864612 -77.173725 -156.086621 NONE NONE 0.000000 NONE NONE NONE 28381 NONE 9.558493 -0.181983 -2.310164 0.027691 0.110797 0.022033 0.014043 -0.064736 0.005430 -0.698975 -0.434814 0.266602 0.095592 -0.001816 -0.023071 1.000000 0.000070 -0.000324 0.000027 -176.571255 -76.970713 -81.518404 NONE NONE 0.000000 NONE NONE NONE 
28382 NONE 9.475026 0.185016 -2.025669 0.044570 0.500220 -0.134802 -0.008655 0.001885 -0.012719 -0.731689 0.441895 0.102539 0.094750 0.001843 -0.020258 1.000000 -0.000043 0.000009 -0.000064 178.894085 -75.073026 101.878194 NONE NONE 0.000000 NONE NONE NONE 28382 NONE 9.675249 -0.256625 -1.946592 -0.040535 0.020747 0.059670 0.038492 -0.001117 -0.001002 -0.706299 0.466553 0.000244 0.096753 -0.002563 -0.019466 1.000000 0.000192 -0.000006 -0.000005 -173.546331 -78.372373 99.561073 NONE NONE 0.000000 NONE NONE NONE 28382 NONE -9.321596 2.743064 1.194371 -0.393807 0.059007 -0.030841 -0.062867 -0.037525 -0.006599 0.542236 -0.650146 0.101318 -0.093217 0.027437 0.011918 1.000000 -0.000314 -0.000188 -0.000033 61.317834 74.003891 129.546056 NONE NONE 0.000000 NONE NONE NONE 28382 NONE 9.476955 -1.713583 -0.920613 -0.068993 0.018644 -0.138419 -0.047740 -0.009119 -0.013110 -0.705566 0.522949 0.092773 0.094769 -0.017144 -0.009198 1.000000 -0.000239 -0.000046 -0.000066 -119.688334 -78.720841 26.848515 NONE NONE 0.000000 NONE NONE NONE 28382 NONE 9.311831 1.984103 0.867239 0.075636 -0.072728 -0.252983 0.003417 0.040674 -0.027634 -0.831543 0.234375 -0.071777 0.093123 0.019828 0.008654 1.000000 0.000017 0.000203 -0.000138 63.788434 -77.146911 -156.007347 NONE NONE 0.000000 NONE NONE NONE 28382 NONE 9.563624 -0.221876 -2.344019 0.060167 0.144777 0.035256 0.022902 -0.042206 0.005844 -0.696777 -0.439209 0.268799 0.095641 -0.002213 -0.023420 1.000000 0.000115 -0.000211 0.000029 -176.549968 -76.946373 -81.526786 NONE NONE 0.000000 NONE NONE NONE 
