PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
28373, , 9.529261, 1.992277, 1.188112, 0.062398, 0.246498, -0.008457, 0.021300, -0.024459, -0.004013, -0.833740, 0.231934, -0.069336, 0.095292, 0.019920, 0.011895, 1.000000, 0.000107, -0.000122, -0.000020, 64.197335, -77.280460, -156.470371, , , 0.000000, , , 
28374, , 9.794500, 2.153204, 1.371766, 0.171370, 0.400380, 0.299710, 0.023469, -0.012988, -0.002444, -0.840820, 0.238525, -0.071777, 0.097944, 0.021529, 0.013727, 1.000000, 0.000117, -0.000065, -0.000012, 64.242781, -77.282247, -156.503162, , , 0.000000, , , 
28375, , 9.709814, 2.222245, 1.105765, 0.247451, 0.140461, 0.205327, -0.002401, 0.005066, -0.009614, -0.845459, 0.236328, -0.067383, 0.097099, 0.022218, 0.011055, 1.000000, -0.000012, 0.000025, -0.000048, 64.240428, -77.276025, -156.502161, , , 0.000000, , , 
28376, , 9.840720, 1.939491, 1.241006, -0.052612, 0.276355, 0.289904, -0.000512, 0.008540, -0.004641, -0.833740, 0.232178, -0.073730, 0.098408, 0.019393, 0.012406, 1.000000, -0.000003, 0.000043, -0.000023, 64.223507, -77.270641, -156.485226, , , 0.000000, , , 
28377, , 9.530202, 1.938678, 0.961390, 0.000285, 0.024058, -0.039923, -0.003986, 0.020555, -0.009614, -0.833740, 0.234131, -0.076172, 0.095304, 0.019382, 0.009604, 1.000000, -0.000020, 0.000103, -0.000048, 64.184910, -77.260557, -156.447997, , , 0.000000, , , 
28378, , 9.557344, 1.800082, 0.960827, -0.142124, 0.026111, -0.041023, 0.012677, 0.011819, -0.011837, -0.835938, 0.229736, -0.069336, 0.095575, 0.017995, 0.009604, 1.000000, 0.000063, 0.000059, -0.000059, 64.172888, -77.250502, -156.428495, , , 0.000000, , , 
28379, , 9.571842, 1.879284, 1.084890, -0.065166, 0.143534, 0.000773, 0.030925, 0.016410, -0.009112, -0.833740, 0.231934, -0.067383, 0.095720, 0.018787, 0.010844, 1.000000, 0.000155, 0.000082, -0.000046, 64.163268, -77.241706, -156.400465, , , 0.000000, , , 
28380, , 9.572121, 2.067671, 1.492900, 0.129107, 0.536636, 0.077958, 0.026799, 0.067691, -0.020530, -0.833740, 0.229980, -0.069336, 0.095728, 0.020665, 0.014899, 1.000000, 0.000134, 0.000338, -0.000103, 64.038441, -77.213622, -156.257176, , , 0.000000, , , 
28381, , 9.240635, 1.957348, 0.942958, 0.069324, 0.017102, -0.320343, -0.013119, 0.089858, -0.033586, -0.833740, 0.227783, -0.078125, 0.092414, 0.019559, 0.009387, 1.000000, -0.000066, 0.000449, -0.000168, 63.864612, -77.173725, -156.086621, , , 0.000000, , , 
28382, , 9.311831, 1.984103, 0.867239, 0.075636, -0.072728, -0.252983, 0.003417, 0.040674, -0.027634, -0.831543, 0.234375, -0.071777, 0.093123, 0.019828, 0.008654, 1.000000, 0.000017, 0.000203, -0.000138, 63.788434, -77.146911, -156.007347, , , 0.000000, , , 
28383, , 9.503842, 1.958105, 1.068787, 0.014204, 0.108875, -0.051159, 0.019127, 0.024288, -0.023882, -0.836182, 0.238525, -0.073975, 0.095042, 0.019569, 0.010678, 1.000000, 0.000096, 0.000121, -0.000119, 63.771194, -77.128487, -155.978423, , , 0.000000, , , 
