PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
30495, , -9.467663, 1.805903, 1.023103, 0.000000, 0.000000, -0.120182, -0.002935, 0.025173, -0.014472, 0.805908, 0.371338, -0.294189, -0.094674, 0.018066, 0.010243, 1.000000, -0.000015, 0.000126, -0.000072, 60.448575, 77.627606, -52.851073, , , 0.000000, , , 
30496, , -9.535617, 1.832033, 1.028040, -0.005494, -0.008267, -0.048410, -0.006657, 0.023639, -0.018440, 0.808105, 0.371338, -0.289795, -0.095353, 0.018329, 0.010291, 1.000000, -0.000033, 0.000118, -0.000092, 60.970738, 77.602638, -52.434205, , , 0.000000, , , 
30497, , -9.554854, 1.824460, 0.955726, 0.015336, 0.061258, -0.038573, -0.004343, 0.014938, -0.017780, 0.805908, 0.371338, -0.294189, -0.095546, 0.018253, 0.009564, 1.000000, -0.000022, 0.000075, -0.000089, 60.979817, 77.615698, -52.422362, , , 0.000000, , , 
30498, , -9.571765, 1.805019, 0.951579, -0.001960, 0.072675, -0.026115, 0.000440, 0.017718, -0.015220, 0.805908, 0.377686, -0.294434, -0.095715, 0.018057, 0.009524, 1.000000, 0.000002, 0.000089, -0.000076, 61.011585, 77.630688, -52.388133, , , 0.000000, , , 
30499, , -9.619488, 1.788537, 0.896029, -0.000240, 0.135396, 0.011667, 0.008773, 0.017540, -0.011047, 0.810303, 0.373535, -0.287842, -0.096193, 0.017890, 0.008970, 1.000000, 0.000044, 0.000088, -0.000055, 61.042733, 77.641093, -52.361392, , , 0.000000, , , 
30500, , -9.648466, 1.778280, 0.910753, -0.019379, 0.127588, 0.039621, 0.021331, 0.019989, -0.008076, 0.805908, 0.375488, -0.292236, -0.096483, 0.017786, 0.009119, 1.000000, 0.000107, 0.000100, -0.000040, 61.107643, 77.655219, -52.304087, , , 0.000000, , , 
30501, , -9.673147, 1.794722, 0.947122, -0.023095, 0.090022, 0.070592, 0.032820, 0.021191, -0.003700, 0.808105, 0.373291, -0.287842, -0.096730, 0.017947, 0.009484, 1.000000, 0.000164, 0.000106, -0.000019, 61.170373, 77.662936, -52.259123, , , 0.000000, , , 
30502, , -9.631421, 1.790113, 0.942114, -0.021177, 0.085755, 0.028479, 0.042769, 0.022415, 0.002830, 0.805908, 0.373291, -0.294189, -0.096313, 0.017898, 0.009436, 1.000000, 0.000214, 0.000112, 0.000014, 61.268099, 77.672654, -52.180892, , , 0.000000, , , 
30503, , -9.600685, 1.788521, 0.990625, -0.040137, 0.035013, 0.003139, 0.052427, 0.015362, 0.006912, 0.801514, 0.373291, -0.290039, -0.096007, 0.017879, 0.009918, 1.000000, 0.000262, 0.000077, 0.000035, 61.342170, 77.673407, -52.135821, , , 0.000000, , , 
30504, , -9.613969, 1.804389, 0.973356, -0.022918, 0.044473, 0.017325, 0.065012, 0.018522, 0.012131, 0.805908, 0.371338, -0.287842, -0.096140, 0.018035, 0.009748, 1.000000, 0.000325, 0.000093, 0.000061, 61.445265, 77.674990, -52.067350, , , 0.000000, , , 
30505, , -9.625022, 1.808768, 1.023997, -0.043806, -0.003090, 0.034106, 0.073633, 0.012578, 0.013195, 0.805908, 0.373291, -0.291992, -0.096251, 0.018078, 0.010253, 1.000000, 0.000368, 0.000063, 0.000066, 61.532947, 77.671786, -52.020783, , , 0.000000, , , 
30506, , -9.613219, 1.895536, 1.053748, 0.021490, -0.067584, 0.041875, 0.077473, 0.003850, 0.011702, 0.808105, 0.369141, -0.291992, -0.096133, 0.018946, 0.010547, 1.000000, 0.000387, 0.000019, 0.000059, 61.615970, 77.671814, -51.978546, , , 0.000000, , , 
30507, , -9.583284, 1.900998, 1.069282, 0.021565, -0.089544, 0.015232, 0.075285, 0.000643, 0.012248, 0.803711, 0.369141, -0.293945, -0.095834, 0.019000, 0.010700, 1.000000, 0.000376, 0.000003, 0.000061, 61.675833, 77.665814, -51.961423, , , 0.000000, , , 
30508, , -9.596295, 1.917369, 1.053404, 0.038796, -0.079745, 0.029414, 0.074081, -0.004388, 0.013555, 0.808105, 0.369141, -0.291992, -0.095964, 0.019163, 0.010539, 1.000000, 0.000370, -0.000022, 0.000068, 61.727078, 77.658862, -51.952022, , , 0.000000, , , 
30509, , -9.574200, 1.957604, 1.111246, 0.052412, -0.151249, 0.021272, 0.062983, -0.009932, 0.010599, 0.803711, 0.375488, -0.292236, -0.095744, 0.019567, 0.011114, 1.000000, 0.000315, -0.000050, 0.000053, 61.753400, 77.650819, -51.962018, , , 0.000000, , , 
30510, , -9.549485, 1.942237, 1.072346, 0.056088, -0.114138, -0.009693, 0.053631, -0.010287, 0.010088, 0.803711, 0.371338, -0.296143, -0.095496, 0.019415, 0.010724, 1.000000, 0.000268, -0.000051, 0.000050, 61.781622, 77.644951, -51.962178, , , 0.000000, , , 
30511, , -9.549125, 1.943767, 1.072779, 0.056088, -0.114138, -0.009693, 0.044548, -0.018757, 0.010920, 0.808105, 0.369141, -0.291992, -0.095493, 0.019430, 0.010723, 1.000000, 0.000223, -0.000094, 0.000055, 61.777434, 77.634356, -51.992595, , , 0.000000, , , 
30512, , -9.515806, 1.980753, 1.078932, 0.090438, -0.137950, -0.034608, 0.037679, -0.021680, 0.006764, 0.803711, 0.373291, -0.294189, -0.095160, 0.019802, 0.010783, 1.000000, 0.000188, -0.000108, 0.000034, 61.758853, 77.623954, -52.032426, , , 0.000000, , , 
30513, , -9.519621, 1.955789, 1.058584, 0.075039, -0.107196, -0.037629, 0.035033, -0.025237, 0.014754, 0.801758, 0.366943, -0.296143, -0.095199, 0.019549, 0.010577, 1.000000, 0.000175, -0.000126, 0.000074, 61.739136, 77.609663, -52.073163, , , 0.000000, , , 
30514, , -9.528074, 1.998293, 1.067249, 0.107293, -0.127426, -0.020413, 0.034683, -0.020185, 0.015579, 0.808105, 0.371338, -0.298340, -0.095283, 0.019974, 0.010666, 1.000000, 0.000173, -0.000101, 0.000078, 61.729929, 77.592723, -52.101996, , , 0.000000, , , 
30515, , -9.557264, 1.996658, 1.051581, 0.107215, -0.105466, 0.006230, 0.033488, -0.025210, 0.016904, 0.808105, 0.371338, -0.300537, -0.095576, 0.019957, 0.010507, 1.000000, 0.000167, -0.000126, 0.000085, 61.712175, 77.577351, -52.139821, , , 0.000000, , , 
30516, , -9.589603, 1.962992, 1.048410, 0.072388, -0.080449, 0.031157, 0.036041, -0.026346, 0.017755, 0.803711, 0.366943, -0.291748, -0.095899, 0.019620, 0.010475, 1.000000, 0.000180, -0.000132, 0.000089, 61.683286, 77.555103, -52.190419, , , 0.000000, , , 
30517, , -9.601082, 1.973824, 1.069761, 0.070534, -0.099235, 0.046639, 0.046736, -0.032160, 0.020424, 0.801758, 0.366943, -0.293945, -0.096015, 0.019726, 0.010687, 1.000000, 0.000234, -0.000161, 0.000102, 61.661762, 77.536058, -52.239886, , , 0.000000, , , 
30518, , -9.666505, 1.998859, 1.112718, 0.063600, -0.133104, 0.119741, 0.054614, -0.030344, 0.027568, 0.801758, 0.366943, -0.293945, -0.096669, 0.019972, 0.011118, 1.000000, 0.000273, -0.000152, 0.000138, 61.676715, 77.506934, -52.254019, , , 0.000000, , , 
30519, , -9.623675, 1.997244, 1.112168, 0.065539, -0.136284, 0.077619, 0.055754, -0.027667, 0.030650, 0.808105, 0.371338, -0.294189, -0.096241, 0.019955, 0.011114, 1.000000, 0.000279, -0.000138, 0.000153, 61.683321, 77.483954, -52.279973, , , 0.000000, , , 
30520, , -9.556544, 1.978522, 1.072920, 0.070336, -0.101220, 0.004544, 0.035078, -0.027046, 0.032584, 0.803711, 0.371338, -0.296143, -0.095570, 0.019768, 0.010720, 1.000000, 0.000175, -0.000135, 0.000163, 61.689234, 77.454028, -52.290293, , , 0.000000, , , 
30521, , -9.524668, 1.979941, 1.125781, 0.051399, -0.151971, -0.020797, 0.027491, -0.022195, 0.034522, 0.808105, 0.371338, -0.298340, -0.095251, 0.019781, 0.011250, 1.000000, 0.000137, -0.000111, 0.000173, 61.696860, 77.430587, -52.298612, , , 0.000000, , , 
30522, , -9.515976, 1.948665, 1.086123, 0.037358, -0.101343, -0.039301, 0.020929, -0.018443, 0.039474, 0.797363, 0.371094, -0.298340, -0.095165, 0.019467, 0.010854, 1.000000, 0.000105, -0.000092, 0.000197, 61.707924, 77.398821, -52.295213, , , 0.000000, , , 
30523, , -9.520296, 1.882761, 1.146368, -0.050518, -0.126197, -0.041479, 0.017637, -0.023601, 0.039207, 0.805908, 0.364990, -0.291748, -0.095208, 0.018808, 0.011454, 1.000000, 0.000088, -0.000118, 0.000196, 61.712405, 77.372642, -52.300969, , , 0.000000, , , 
30524, , -9.474081, 1.820123, 1.083249, -0.078485, -0.047913, -0.105163, 0.021164, -0.026565, 0.040813, 0.808350, 0.364990, -0.302246, -0.094746, 0.018181, 0.010822, 1.000000, 0.000106, -0.000133, 0.000204, 61.715031, 77.335789, -52.305728, , , 0.000000, , , 
30525, , -9.519383, 1.896459, 1.116425, -0.032454, -0.096216, -0.042769, 0.026309, -0.026506, 0.038084, 0.808105, 0.366943, -0.298096, -0.095199, 0.018945, 0.011154, 1.000000, 0.000132, -0.000133, 0.000190, 61.716624, 77.309394, -52.319535, , , 0.000000, , , 
30526, , -9.520783, 1.911192, 1.050730, 0.004917, -0.036744, -0.045363, 0.024408, -0.033871, 0.028904, 0.803711, 0.371338, -0.300537, -0.095212, 0.019097, 0.010494, 1.000000, 0.000122, -0.000169, 0.000145, 61.672879, 77.274376, -52.375989, , , 0.000000, , , 
30527, , -9.525609, 1.892996, 0.997749, 0.008529, 0.022788, -0.049718, 0.023287, -0.034219, 0.021385, 0.806152, 0.364990, -0.300293, -0.095260, 0.018919, 0.009963, 1.000000, 0.000116, -0.000171, 0.000107, 61.635630, 77.254289, -52.427853, , , 0.000000, , , 
30528, , -9.521726, 1.926819, 0.987946, 0.042666, 0.022405, -0.047975, 0.008005, -0.025049, 0.011854, 0.803955, 0.362793, -0.295898, -0.095220, 0.019262, 0.009868, 1.000000, 0.000040, -0.000125, 0.000059, 61.579251, 77.233130, -52.486516, , , 0.000000, , , 
30529, , -9.573036, 1.836531, 1.029689, -0.062567, 0.031488, -0.011094, -0.006061, -0.025819, 0.004440, 0.805908, 0.366943, -0.296143, -0.095732, 0.018363, 0.010284, 1.000000, -0.000030, -0.000129, 0.000022, 61.523703, 77.223855, -52.539909, , , 0.000000, , , 
30530, , -9.599522, 1.771519, 0.952275, -0.092632, 0.134711, -0.006097, -0.004954, -0.022248, -0.001402, 0.806152, 0.362793, -0.302246, -0.095996, 0.017716, 0.009512, 1.000000, -0.000025, -0.000111, -0.000007, 61.474827, 77.210410, -52.581346, , , 0.000000, , , 
30531, , -9.629220, 1.767737, 0.937260, -0.092737, 0.156693, 0.020525, 0.000333, -0.018407, -0.004053, 0.808105, 0.371338, -0.302734, -0.096293, 0.017679, 0.009364, 1.000000, 0.000002, -0.000092, -0.000020, 61.429359, 77.207420, -52.628157, , , 0.000000, , , 
30532, , -9.641225, 1.775990, 0.957958, -0.094587, 0.139028, 0.036006, -0.000370, -0.009015, -0.004657, 0.803955, 0.362793, -0.306641, -0.096412, 0.017762, 0.009575, 1.000000, -0.000002, -0.000045, -0.000023, 61.385660, 77.202166, -52.670791, , , 0.000000, , , 
30533, , -9.596827, 1.759334, 1.024337, -0.130657, 0.078235, -0.003486, -0.001715, -0.004469, -0.000167, 0.803955, 0.364990, -0.304443, -0.095968, 0.017594, 0.010241, 1.000000, -0.000009, -0.000022, -0.000001, 61.374568, 77.201027, -52.681155, , , 0.000000, , , 
30534, , -9.596838, 1.759235, 1.024409, -0.130454, 0.079536, -0.003494, -0.001952, 0.003649, -0.001517, 0.805908, 0.369141, -0.296143, -0.095968, 0.017593, 0.010246, 1.000000, -0.000010, 0.000018, -0.000008, 61.354739, 77.197452, -52.702119, , , 0.000000, , , 
30535, , -9.591390, 1.685940, 1.029638, -0.197453, 0.102225, -0.022494, -0.006316, -0.001128, -0.007036, 0.801758, 0.362793, -0.302246, -0.095913, 0.016863, 0.010295, 1.000000, -0.000032, -0.000006, -0.000035, 61.339995, 77.200653, -52.713548, , , 0.000000, , , 
30536, , -9.591745, 1.591223, 0.979301, -0.260460, 0.184477, -0.045870, 0.001893, -0.001147, -0.014087, 0.806152, 0.364990, -0.298096, -0.095916, 0.015919, 0.009793, 1.000000, 0.000009, -0.000006, -0.000070, 61.312324, 77.208591, -52.739550, , , 0.000000, , , 
30537, , -9.595248, 1.557427, 0.991937, -0.294886, 0.186437, -0.047618, 0.024770, -0.009621, -0.024306, 0.806152, 0.362793, -0.302246, -0.095951, 0.015585, 0.009917, 1.000000, 0.000124, -0.000048, -0.000122, 61.275628, 77.218136, -52.791749, , , 0.000000, , , 
30538, , -9.633047, 1.586387, 1.016526, -0.280630, 0.158734, -0.002407, 0.044198, -0.012074, -0.038312, 0.801758, 0.366943, -0.304688, -0.096328, 0.015880, 0.010163, 1.000000, 0.000221, -0.000060, -0.000192, 61.213595, 77.237680, -52.879601, , , 0.000000, , , 
30539, , -9.596021, 1.644971, 1.043403, -0.230691, 0.104053, -0.024215, 0.064088, -0.017413, -0.046397, 0.808350, 0.366943, -0.302490, -0.095957, 0.016469, 0.010431, 1.000000, 0.000320, -0.000087, -0.000232, 61.155050, 77.256123, -52.977300, , , 0.000000, , , 
30540, , -9.560407, 1.708597, 1.036134, -0.159733, 0.077827, -0.047306, 0.075889, -0.017342, -0.054040, 0.803955, 0.369141, -0.302490, -0.095600, 0.017108, 0.010360, 1.000000, 0.000379, -0.000087, -0.000270, 61.056438, 77.287031, -53.122336, , , 0.000000, , , 
30541, , -9.481756, 1.761388, 1.060122, -0.107854, 0.019930, -0.111244, 0.080130, -0.014016, -0.053051, 0.801758, 0.362793, -0.302246, -0.094814, 0.017635, 0.010602, 1.000000, 0.000401, -0.000070, -0.000265, 61.005747, 77.309686, -53.221395, , , 0.000000, , , 
30542, , -9.443883, 1.813712, 1.119919, -0.075097, -0.064112, -0.131730, 0.073640, -0.005598, -0.056962, 0.806152, 0.364990, -0.300293, -0.094434, 0.018160, 0.011203, 1.000000, 0.000368, -0.000028, -0.000285, 60.934442, 77.345836, -53.336317, , , 0.000000, , , 
30543, , -9.463916, 1.896261, 1.099151, 0.009080, -0.076766, -0.098591, 0.061115, -0.009646, -0.053173, 0.806152, 0.369141, -0.302490, -0.094635, 0.018984, 0.010993, 1.000000, 0.000306, -0.000048, -0.000266, 60.881751, 77.369716, -53.426242, , , 0.000000, , , 
30544, , -9.472437, 1.927461, 1.139660, 0.024363, -0.126922, -0.080047, 0.050022, -0.003432, -0.046151, 0.797363, 0.366943, -0.306641, -0.094720, 0.019294, 0.011400, 1.000000, 0.000250, -0.000017, -0.000231, 60.818531, 77.400880, -53.517049, , , 0.000000, , , 
30545, , -9.519631, 1.901720, 1.120302, 0.007014, -0.092957, -0.040978, 0.041392, -0.011574, -0.052672, 0.801758, 0.364746, -0.298096, -0.095192, 0.019040, 0.011201, 1.000000, 0.000207, -0.000058, -0.000263, 60.750333, 77.423927, -53.611260, , , 0.000000, , , 
30546, , -9.517321, 1.929589, 1.108172, 0.042761, -0.094945, -0.039259, 0.045529, -0.013616, -0.045062, 0.801758, 0.366943, -0.302490, -0.095170, 0.019315, 0.011080, 1.000000, 0.000228, -0.000068, -0.000225, 60.661140, 77.447358, -53.727157, , , 0.000000, , , 
30547, , -9.516191, 1.963536, 1.062130, 0.096197, -0.068098, -0.038866, 0.046005, -0.016486, -0.039128, 0.801758, 0.371094, -0.306885, -0.095159, 0.019652, 0.010618, 1.000000, 0.000230, -0.000082, -0.000196, 60.601041, 77.462201, -53.815767, , , 0.000000, , , 
30548, , -9.497206, 2.010376, 1.052636, 0.149511, -0.081830, -0.049618, 0.038228, -0.018471, -0.035058, 0.799561, 0.369141, -0.304688, -0.094970, 0.020118, 0.010521, 1.000000, 0.000191, -0.000092, -0.000175, 60.498339, 77.479233, -53.940628, , , 0.000000, , , 
30549, , -9.451104, 1.935311, 1.022911, 0.103417, -0.033565, -0.112001, 0.035175, -0.018387, -0.030729, 0.806152, 0.366943, -0.306641, -0.094509, 0.019366, 0.010224, 1.000000, 0.000176, -0.000092, -0.000154, 60.437951, 77.489303, -54.023169, , , 0.000000, , , 
30550, , -9.437701, 1.961668, 0.957735, 0.159707, 0.012484, -0.127135, 0.033360, -0.012552, -0.025504, 0.806152, 0.364990, -0.298096, -0.094375, 0.019627, 0.009575, 1.000000, 0.000167, -0.000063, -0.000128, 60.366911, 77.499869, -54.113542, , , 0.000000, , , 
30551, , -9.483122, 1.932572, 0.972324, 0.123364, 0.017665, -0.086726, 0.027878, 0.008132, -0.023198, 0.799561, 0.373291, -0.298584, -0.094829, 0.019335, 0.009730, 1.000000, 0.000139, 0.000041, -0.000116, 60.371317, 77.513655, -54.125439, , , 0.000000, , , 
