PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
60696, , -9.497625, 2.110389, 0.523152, 0.000000, 0.000000, -0.069366, -0.036720, 0.021640, -0.000654, 0.897217, 0.138916, -0.295166, -0.094976, 0.021105, 0.005238, 1.000000, -0.000184, 0.000108, -0.000003, 76.061825, 77.103952, -51.775840, , , 0.000000, , , 
60697, , -9.492426, 2.070123, 0.508749, -0.000000, 0.000000, -0.083844, -0.024393, 0.018167, -0.005204, 0.892822, 0.136719, -0.299316, -0.094923, 0.020704, 0.005094, 1.000000, -0.000122, 0.000091, -0.000026, 76.178808, 77.340337, -52.818241, , , 0.000000, , , 
60698, , -9.446217, 2.023171, 0.486400, -0.026434, 0.055575, -0.140199, -0.010771, 0.016301, 0.000779, 0.899414, 0.138916, -0.299316, -0.094462, 0.020232, 0.004871, 1.000000, -0.000054, 0.000082, 0.000004, 76.138106, 77.222204, -52.247191, , , 0.000000, , , 
60699, , -9.464089, 2.006733, 0.482159, -0.039893, 0.070667, -0.126519, 0.007744, 0.018507, 0.000656, 0.897217, 0.138916, -0.299316, -0.094641, 0.020067, 0.004831, 1.000000, 0.000039, 0.000093, 0.000003, 76.188343, 77.224375, -52.200229, , , 0.000000, , , 
60700, , -9.510530, 2.053471, 0.501079, -0.023415, 0.034466, -0.070189, 0.020279, 0.020642, -0.000335, 0.897217, 0.141113, -0.301514, -0.095105, 0.020534, 0.005023, 1.000000, 0.000101, 0.000103, -0.000002, 76.246440, 77.226590, -52.152950, , , 0.000000, , , 
60701, , -9.529242, 2.066614, 0.541910, -0.042802, -0.003866, -0.046974, 0.026443, 0.018906, -0.002608, 0.895020, 0.138916, -0.297119, -0.095292, 0.020667, 0.005431, 1.000000, 0.000132, 0.000095, -0.000013, 76.306451, 77.230612, -52.106952, , , 0.000000, , , 
60702, , -9.543308, 2.083129, 0.528501, -0.024867, -0.002748, -0.030415, 0.034661, 0.016590, -0.005638, 0.899414, 0.136719, -0.297119, -0.095432, 0.020833, 0.005297, 1.000000, 0.000173, 0.000083, -0.000028, 76.360832, 77.235372, -52.071868, , , 0.000000, , , 
60703, , -9.566712, 2.105969, 0.536954, -0.016646, -0.020946, -0.002249, 0.032400, 0.011560, -0.008435, 0.895020, 0.136719, -0.297119, -0.095666, 0.021063, 0.005378, 1.000000, 0.000162, 0.000058, -0.000042, 76.402794, 77.241629, -52.047878, , , 0.000000, , , 
60704, , -9.521426, 2.088215, 0.559895, -0.038981, -0.037792, -0.049045, 0.035027, 0.012974, -0.011924, 0.892822, 0.136719, -0.297119, -0.095213, 0.020887, 0.005609, 1.000000, 0.000175, 0.000065, -0.000060, 76.443989, 77.249304, -52.026545, , , 0.000000, , , 
60705, , -9.558844, 2.127201, 0.557469, -0.012846, -0.055022, -0.004320, 0.029788, 0.010427, -0.014519, 0.895020, 0.136719, -0.297119, -0.095587, 0.021278, 0.005583, 1.000000, 0.000149, 0.000052, -0.000073, 76.478124, 77.258790, -52.009046, , , 0.000000, , , 
