PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z 
60696 NONE 9.560833 -0.028061 -1.946237 0.000000 -0.000000 -0.055733 -0.009327 -0.008551 -0.001868 -1.037354 0.204102 0.073242 0.095609 -0.000282 -0.019458 1.000000 -0.000047 -0.000043 -0.000009 -179.168501 -78.495156 121.948990 NONE NONE 0.000000 NONE NONE NONE 60696 NONE 9.439054 -0.365034 -2.066359 -0.000000 -0.000000 -0.143208 0.041574 0.004397 -0.003942 -0.855469 -0.329834 0.219482 0.094390 -0.003648 -0.020666 1.000000 0.000208 0.000022 -0.000020 -169.989638 -77.465205 -95.954907 NONE NONE 0.000000 NONE NONE NONE 60696 NONE -9.497625 2.110389 0.523152 0.000000 0.000000 -0.069366 -0.036720 0.021640 -0.000654 0.897217 0.138916 -0.295166 -0.094976 0.021105 0.005238 1.000000 -0.000184 0.000108 -0.000003 76.061825 77.103952 -51.775840 NONE NONE 0.000000 NONE NONE NONE 60696 NONE 9.723828 -1.649228 -0.964692 -0.000000 0.000000 0.097077 -0.016782 -0.003866 -0.013571 -0.977783 -0.213379 -0.112061 0.097237 -0.016500 -0.009644 1.000000 -0.000084 -0.000019 -0.000068 -120.305223 -78.880690 -179.656138 NONE NONE 0.000000 NONE NONE NONE 60696 NONE 9.678056 1.883505 1.221125 -0.000000 -0.000000 0.122276 -0.014774 0.007621 -0.009826 -0.776611 -0.589600 -0.213867 0.096782 0.018831 0.012206 1.000000 -0.000074 0.000038 -0.000049 57.049142 -76.945346 17.462130 NONE NONE 0.000000 NONE NONE NONE 60696 NONE 9.515968 0.156521 -2.299084 0.000000 0.000000 -0.021674 0.010125 0.039760 -0.000575 -0.860840 0.442139 0.181885 0.095155 0.001566 -0.023010 1.000000 0.000051 0.000199 -0.000003 176.106310 -76.375843 95.859942 NONE NONE 0.000000 NONE NONE NONE 
60697 NONE 9.526807 -0.079932 -1.998106 0.000000 0.000000 -0.078271 -0.013650 -0.001236 -0.008027 -1.039551 0.199707 0.077637 0.095268 -0.000805 -0.019980 1.000000 -0.000068 -0.000006 -0.000040 -177.694246 -78.145812 122.320948 NONE NONE 0.000000 NONE NONE NONE 60697 NONE 9.465070 -0.386297 -2.176232 -0.000000 0.000000 -0.092977 0.020530 -0.014296 -0.002055 -0.853271 -0.338135 0.217285 0.094652 -0.003862 -0.021756 1.000000 0.000103 -0.000071 -0.000010 -169.934756 -76.859948 -97.770386 NONE NONE 0.000000 NONE NONE NONE 60697 NONE -9.492426 2.070123 0.508749 -0.000000 0.000000 -0.083844 -0.024393 0.018167 -0.005204 0.892822 0.136719 -0.299316 -0.094923 0.020704 0.005094 1.000000 -0.000122 0.000091 -0.000026 76.178808 77.340337 -52.818241 NONE NONE 0.000000 NONE NONE NONE 60697 NONE 9.740635 -1.677458 -0.990481 0.000000 -0.000000 0.120836 -0.010379 0.005592 -0.003741 -0.977783 -0.211182 -0.107910 0.097406 -0.016777 -0.009907 1.000000 -0.000052 0.000028 -0.000019 -120.561584 -78.688736 -179.175739 NONE NONE 0.000000 NONE NONE NONE 60697 NONE 9.566218 1.924399 1.123932 0.000000 0.000000 0.009688 -0.026300 0.023042 -0.011808 -0.769775 -0.585205 -0.220459 0.095665 0.019240 0.011226 1.000000 -0.000131 0.000115 -0.000059 59.737911 -76.892363 12.655934 NONE NONE 0.000000 NONE NONE NONE 60697 NONE 9.481494 0.174472 -2.258254 -0.000000 0.000000 -0.064412 0.007645 0.033513 0.004926 -0.865234 0.442139 0.175781 0.094811 0.001748 -0.022598 1.000000 0.000038 0.000168 0.000025 175.577144 -76.555021 96.873879 NONE NONE 0.000000 NONE NONE NONE 
60698 NONE 9.534672 0.008001 -2.012093 0.073903 0.000535 -0.068300 0.003670 -0.022567 -0.015634 -1.039551 0.199707 0.077637 0.095349 0.000073 -0.020110 1.000000 0.000018 -0.000113 -0.000078 -178.458645 -78.311382 122.146344 NONE NONE 0.000000 NONE NONE NONE 60698 NONE 9.502889 -0.393609 -2.429243 -0.000721 0.287834 -0.000542 -0.009176 -0.035077 -0.000269 -0.851074 -0.335938 0.213135 0.095033 -0.003937 -0.024276 1.000000 -0.000046 -0.000175 -0.000001 -169.991039 -77.140588 -96.841565 NONE NONE 0.000000 NONE NONE NONE 60698 NONE -9.446217 2.023171 0.486400 -0.026434 0.055575 -0.140199 -0.010771 0.016301 0.000779 0.899414 0.138916 -0.299316 -0.094462 0.020232 0.004871 1.000000 -0.000054 0.000082 0.000004 76.138106 77.222204 -52.247191 NONE NONE 0.000000 NONE NONE NONE 60698 NONE 9.647995 -1.552066 -1.076378 -0.030630 0.142035 0.017379 -0.009621 0.002129 -0.006725 -0.975586 -0.215576 -0.112061 0.096479 -0.015524 -0.010764 1.000000 -0.000048 0.000011 -0.000034 -120.425074 -78.785769 -179.425211 NONE NONE 0.000000 NONE NONE NONE 60698 NONE 9.507936 1.873639 1.001829 0.049374 0.146985 -0.071487 -0.034075 0.010410 -0.013136 -0.769775 -0.583008 -0.216309 0.095081 0.018732 0.010010 1.000000 -0.000170 0.000052 -0.000066 58.369997 -76.916489 15.044715 NONE NONE 0.000000 NONE NONE NONE 60698 NONE 9.509522 0.101559 -2.289804 -0.063840 -0.008477 -0.031052 -0.012206 0.025215 0.009393 -0.862793 0.439941 0.177979 0.095092 0.001019 -0.022910 1.000000 -0.000061 0.000126 0.000047 175.856207 -76.468853 96.387586 NONE NONE 0.000000 NONE NONE NONE 
60699 NONE 9.622219 -0.008446 -2.031291 0.058976 -0.007906 0.021425 0.008422 -0.024756 -0.010834 -1.041504 0.195312 0.079834 0.096225 -0.000089 -0.020301 1.000000 0.000042 -0.000124 -0.000054 -178.485621 -78.297368 122.178820 NONE NONE 0.000000 NONE NONE NONE 60699 NONE 9.577044 -0.328641 -2.508780 -0.070975 0.341997 0.086796 -0.045548 -0.037463 -0.006245 -0.857422 -0.333984 0.217285 0.095775 -0.003295 -0.025069 1.000000 -0.000228 -0.000187 -0.000031 -170.048843 -77.120068 -96.809041 NONE NONE 0.000000 NONE NONE NONE 60699 NONE -9.464089 2.006733 0.482159 -0.039893 0.070667 -0.126519 0.007744 0.018507 0.000656 0.897217 0.138916 -0.299316 -0.094641 0.020067 0.004831 1.000000 0.000039 0.000093 0.000003 76.188343 77.224375 -52.200229 NONE NONE 0.000000 NONE NONE NONE 60699 NONE 9.749063 -1.669629 -0.899127 -0.035994 -0.070382 0.118781 -0.017126 0.010669 -0.003858 -0.980225 -0.207031 -0.114502 0.097490 -0.016699 -0.008995 1.000000 -0.000086 0.000053 -0.000019 -120.413939 -78.790770 -179.446566 NONE NONE 0.000000 NONE NONE NONE 60699 NONE 9.561523 1.729825 1.076404 0.176733 0.038005 -0.038180 -0.016744 0.005862 -0.009990 -0.776611 -0.587402 -0.220459 0.095616 0.017294 0.010760 1.000000 -0.000084 0.000029 -0.000050 58.361016 -76.909854 15.044086 NONE NONE 0.000000 NONE NONE NONE 60699 NONE 9.516446 0.106725 -2.363984 -0.055395 -0.081328 -0.006930 -0.001155 0.028136 0.008123 -0.865234 0.446533 0.177734 0.095161 0.001071 -0.023653 1.000000 -0.000006 0.000141 0.000041 175.870013 -76.485268 96.372706 NONE NONE 0.000000 NONE NONE NONE 
60700 NONE 9.643673 0.024494 -1.988235 0.058579 0.050546 0.033536 0.004036 -0.023439 -0.007454 -1.037354 0.197510 0.079834 0.096439 0.000242 -0.019871 1.000000 0.000020 -0.000117 -0.000037 -178.510816 -78.284155 122.206843 NONE NONE 0.000000 NONE NONE NONE 60700 NONE 9.566897 -0.394286 -2.467976 -0.000538 0.306365 0.070532 -0.044164 -0.010647 -0.014775 -0.853271 -0.333984 0.225830 0.095670 -0.003955 -0.024674 1.000000 -0.000221 -0.000053 -0.000074 -170.113318 -77.121089 -96.771215 NONE NONE 0.000000 NONE NONE NONE 60700 NONE -9.510530 2.053471 0.501079 -0.023415 0.034466 -0.070189 0.020279 0.020642 -0.000335 0.897217 0.141113 -0.301514 -0.095105 0.020534 0.005023 1.000000 0.000101 0.000103 -0.000002 76.246440 77.226590 -52.152950 NONE NONE 0.000000 NONE NONE NONE 60700 NONE 9.589798 -1.701104 -1.105316 0.123008 0.094248 -0.011887 -0.016105 0.005878 0.000432 -0.973389 -0.215576 -0.107910 0.095898 -0.017012 -0.011055 1.000000 -0.000081 0.000029 0.000002 -120.379932 -78.792499 -179.492106 NONE NONE 0.000000 NONE NONE NONE 60700 NONE 9.501112 1.828460 1.208460 0.036221 -0.062076 -0.062323 0.007438 0.008632 -0.010649 -0.774170 -0.589600 -0.213867 0.095013 0.018279 0.012081 1.000000 0.000037 0.000043 -0.000053 58.351899 -76.901806 15.056317 NONE NONE 0.000000 NONE NONE NONE 60700 NONE 9.495014 0.144522 -2.321707 -0.017641 -0.046183 -0.037000 0.007913 0.020345 0.008125 -0.860840 0.439941 0.177979 0.094948 0.001450 -0.023227 1.000000 0.000040 0.000102 0.000041 175.890283 -76.498297 96.357087 NONE NONE 0.000000 NONE NONE NONE 
60701 NONE 9.591274 0.145968 -1.998284 0.168775 0.102050 -0.016357 -0.034442 -0.023001 -0.005894 -1.041504 0.195312 0.075439 0.095915 0.001453 -0.019972 1.000000 -0.000172 -0.000115 -0.000029 -178.548450 -78.271067 122.225125 NONE NONE 0.000000 NONE NONE NONE 60701 NONE 9.515620 -0.300140 -2.308668 -0.081991 0.156424 -0.018002 -0.003113 -0.018819 -0.014171 -0.853271 -0.335938 0.221436 0.095158 -0.003008 -0.023078 1.000000 -0.000016 -0.000094 -0.000071 -170.158151 -77.111856 -96.727054 NONE NONE 0.000000 NONE NONE NONE 60701 NONE -9.529242 2.066614 0.541910 -0.042802 -0.003866 -0.046974 0.026443 0.018906 -0.002608 0.895020 0.138916 -0.297119 -0.095292 0.020667 0.005431 1.000000 0.000132 0.000095 -0.000013 76.306451 77.230612 -52.106952 NONE NONE 0.000000 NONE NONE NONE 60701 NONE 9.594329 -1.635084 -1.083445 0.056033 0.108584 -0.020671 0.000242 0.012079 -0.007554 -0.975586 -0.211182 -0.107910 0.095942 -0.016354 -0.010840 1.000000 0.000001 0.000060 -0.000038 -120.360696 -78.799732 -179.511575 NONE NONE 0.000000 NONE NONE NONE 60701 NONE 9.583056 1.900786 1.361705 -0.053963 -0.182459 0.049665 0.005711 0.002789 -0.014599 -0.769775 -0.587402 -0.216064 0.095832 0.019000 0.013616 1.000000 0.000029 0.000014 -0.000073 58.368178 -76.893847 15.042962 NONE NONE 0.000000 NONE NONE NONE 60701 NONE 9.532478 0.173311 -2.283487 0.009765 -0.001007 -0.008995 0.011638 0.018451 0.006473 -0.867188 0.440186 0.171631 0.095323 0.001738 -0.022844 1.000000 0.000058 0.000092 0.000032 175.909215 -76.509106 96.344474 NONE NONE 0.000000 NONE NONE NONE 
60702 NONE 9.598922 0.046230 -2.169190 0.175056 -0.090574 0.026417 -0.031494 -0.026779 -0.012940 -1.035156 0.197266 0.081787 0.095992 0.000453 -0.021679 1.000000 -0.000157 -0.000134 -0.000065 -178.614900 -78.258673 122.274852 NONE NONE 0.000000 NONE NONE NONE 60702 NONE 9.513711 -0.276809 -2.097719 -0.091552 -0.053183 -0.067097 -0.019147 -0.025986 -0.012289 -0.851318 -0.331787 0.223633 0.095140 -0.002776 -0.020965 1.000000 -0.000096 -0.000130 -0.000061 -170.214202 -77.090853 -96.678079 NONE NONE 0.000000 NONE NONE NONE 60702 NONE -9.543308 2.083129 0.528501 -0.024867 -0.002748 -0.030415 0.034661 0.016590 -0.005638 0.899414 0.136719 -0.297119 -0.095432 0.020833 0.005297 1.000000 0.000173 0.000083 -0.000028 76.360832 77.235372 -52.071868 NONE NONE 0.000000 NONE NONE NONE 60702 NONE 9.549215 -1.587716 -1.048804 0.008648 0.102132 -0.076269 0.017311 0.008274 -0.007602 -0.979980 -0.211426 -0.105957 0.095491 -0.015880 -0.010493 1.000000 0.000087 0.000041 -0.000038 -120.363688 -78.805526 -179.497379 NONE NONE 0.000000 NONE NONE NONE 60702 NONE 9.670557 1.978665 1.318708 -0.094433 -0.113832 0.144818 -0.016252 0.012751 -0.016162 -0.767578 -0.580811 -0.211914 0.096708 0.019780 0.013179 1.000000 -0.000081 0.000064 -0.000081 58.369730 -76.883262 15.034803 NONE NONE 0.000000 NONE NONE NONE 60702 NONE 9.541236 0.169952 -2.304619 0.007857 -0.022163 0.004379 0.018849 0.017231 0.004001 -0.863037 0.442139 0.181885 0.095410 0.001704 -0.023054 1.000000 0.000094 0.000086 0.000020 175.923984 -76.523868 96.342788 NONE NONE 0.000000 NONE NONE NONE 
60703 NONE 9.580276 0.221221 -2.128339 0.297415 0.037750 -0.000931 -0.027041 -0.032411 -0.013748 -1.035156 0.197510 0.073242 0.095806 0.002203 -0.021268 1.000000 -0.000135 -0.000162 -0.000069 -178.670366 -78.240294 122.315681 NONE NONE 0.000000 NONE NONE NONE 60703 NONE 9.578240 -0.345987 -2.016855 -0.018219 -0.145049 -0.019387 -0.017018 -0.020601 -0.005777 -0.851318 -0.335938 0.219482 0.095784 -0.003464 -0.020158 1.000000 -0.000085 -0.000103 -0.000029 -170.246914 -77.079782 -96.654522 NONE NONE 0.000000 NONE NONE NONE 60703 NONE -9.566712 2.105969 0.536954 -0.016646 -0.020946 -0.002249 0.032400 0.011560 -0.008435 0.895020 0.136719 -0.297119 -0.095666 0.021063 0.005378 1.000000 0.000162 0.000058 -0.000042 76.402794 77.241629 -52.047878 NONE NONE 0.000000 NONE NONE NONE 60703 NONE 9.571276 -1.596364 -1.022939 0.000291 0.075674 -0.055721 0.000720 0.006675 -0.012353 -0.971191 -0.211182 -0.114258 0.095711 -0.015970 -0.010233 1.000000 0.000004 0.000033 -0.000062 -120.364680 -78.813566 -179.495947 NONE NONE 0.000000 NONE NONE NONE 60703 NONE 9.571785 2.008200 1.009183 -0.057559 0.185699 0.017500 -0.052846 0.007437 -0.020858 -0.769775 -0.587402 -0.218262 0.095720 0.020075 0.010083 1.000000 -0.000264 0.000037 -0.000104 58.350781 -76.870852 15.023169 NONE NONE 0.000000 NONE NONE NONE 60703 NONE 9.522908 0.182475 -2.311568 0.021986 -0.034004 -0.011627 0.011489 0.011753 0.006188 -0.858643 0.439941 0.177979 0.095228 0.001829 -0.023121 1.000000 0.000057 0.000059 0.000031 175.943336 -76.530837 96.329658 NONE NONE 0.000000 NONE NONE NONE 
60704 NONE 9.587638 0.174075 -2.179056 0.281471 -0.027400 0.016932 -0.038454 -0.026945 -0.011280 -1.037109 0.193115 0.079834 0.095879 0.001731 -0.021778 1.000000 -0.000192 -0.000135 -0.000056 -178.735861 -78.225830 122.360029 NONE NONE 0.000000 NONE NONE NONE 60704 NONE 9.615705 -0.419304 -2.152583 0.046698 -0.019123 0.049800 0.029184 0.002080 -0.004531 -0.853271 -0.335938 0.217285 0.096157 -0.004192 -0.021527 1.000000 0.000146 0.000010 -0.000023 -170.243848 -77.077277 -96.638997 NONE NONE 0.000000 NONE NONE NONE 60704 NONE -9.521426 2.088215 0.559895 -0.038981 -0.037792 -0.049045 0.035027 0.012974 -0.011924 0.892822 0.136719 -0.297119 -0.095213 0.020887 0.005609 1.000000 0.000175 0.000065 -0.000060 76.443989 77.249304 -52.026545 NONE NONE 0.000000 NONE NONE NONE 60704 NONE 9.617718 -1.687740 -1.026260 0.072071 0.032860 0.005454 -0.002275 0.007482 -0.013903 -0.977783 -0.217773 -0.107910 0.096176 -0.016884 -0.010266 1.000000 -0.000011 0.000037 -0.000070 -120.369225 -78.822376 -179.492889 NONE NONE 0.000000 NONE NONE NONE 60704 NONE 9.635712 1.823848 1.019812 0.128260 0.126533 0.045351 -0.051188 0.010896 -0.020070 -0.771973 -0.587402 -0.222656 0.096360 0.018231 0.010188 1.000000 -0.000256 0.000054 -0.000100 58.334196 -76.858075 15.011738 NONE NONE 0.000000 NONE NONE NONE 60704 NONE 9.526438 0.156604 -2.359156 -0.001620 -0.080462 0.002438 0.004667 0.002468 0.001573 -0.860840 0.442139 0.177734 0.095264 0.001567 -0.023593 1.000000 0.000023 0.000012 0.000008 175.951420 -76.528164 96.322133 NONE NONE 0.000000 NONE NONE NONE 
60705 NONE 9.612989 0.151667 -1.953870 0.135274 0.149334 -0.004039 -0.006553 -0.024396 -0.009371 -1.032959 0.186279 0.075439 0.096132 0.001512 -0.019527 1.000000 -0.000033 -0.000122 -0.000047 -178.766813 -78.211973 122.387812 NONE NONE 0.000000 NONE NONE NONE 60705 NONE 9.600847 -0.353024 -2.298399 -0.027943 0.123796 0.064935 0.031914 0.015417 0.000300 -0.853516 -0.331787 0.219482 0.096007 -0.003526 -0.022992 1.000000 0.000160 0.000077 0.000001 -170.218290 -77.085953 -96.646458 NONE NONE 0.000000 NONE NONE NONE 60705 NONE -9.558844 2.127201 0.557469 -0.012846 -0.055022 -0.004320 0.029788 0.010427 -0.014519 0.895020 0.136719 -0.297119 -0.095587 0.021278 0.005583 1.000000 0.000149 0.000052 -0.000073 76.478124 77.258790 -52.009046 NONE NONE 0.000000 NONE NONE NONE 60705 NONE 9.583307 -1.706562 -0.955367 0.061804 -0.038130 -0.032116 0.003809 0.005549 -0.017816 -0.973389 -0.211182 -0.110107 0.095831 -0.017074 -0.009557 1.000000 0.000019 0.000028 -0.000089 -120.379289 -78.832790 -179.480406 NONE NONE 0.000000 NONE NONE NONE 60705 NONE 9.592363 1.822592 1.080843 0.104971 0.066679 0.010145 -0.032991 0.009271 -0.014946 -0.771973 -0.585205 -0.214111 0.095925 0.018221 0.010801 1.000000 -0.000165 0.000046 -0.000075 58.315192 -76.847998 15.011843 NONE NONE 0.000000 NONE NONE NONE 60705 NONE 9.509779 0.161141 -2.313441 0.002169 -0.039789 -0.024312 -0.002375 -0.000205 0.008358 -0.863037 0.444336 0.177734 0.095098 0.001615 -0.023134 1.000000 -0.000012 -0.000001 0.000042 175.970035 -76.528384 96.301592 NONE NONE 0.000000 NONE NONE NONE 
