PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
60696, , 9.723828, -1.649228, -0.964692, -0.000000, 0.000000, 0.097077, -0.016782, -0.003866, -0.013571, -0.977783, -0.213379, -0.112061, 0.097237, -0.016500, -0.009644, 1.000000, -0.000084, -0.000019, -0.000068, -120.305223, -78.880690, -179.656138, , , 0.000000, , , 
60697, , 9.740635, -1.677458, -0.990481, 0.000000, -0.000000, 0.120836, -0.010379, 0.005592, -0.003741, -0.977783, -0.211182, -0.107910, 0.097406, -0.016777, -0.009907, 1.000000, -0.000052, 0.000028, -0.000019, -120.561584, -78.688736, -179.175739, , , 0.000000, , , 
60698, , 9.647995, -1.552066, -1.076378, -0.030630, 0.142035, 0.017379, -0.009621, 0.002129, -0.006725, -0.975586, -0.215576, -0.112061, 0.096479, -0.015524, -0.010764, 1.000000, -0.000048, 0.000011, -0.000034, -120.425074, -78.785769, -179.425211, , , 0.000000, , , 
60699, , 9.749063, -1.669629, -0.899127, -0.035994, -0.070382, 0.118781, -0.017126, 0.010669, -0.003858, -0.980225, -0.207031, -0.114502, 0.097490, -0.016699, -0.008995, 1.000000, -0.000086, 0.000053, -0.000019, -120.413939, -78.790770, -179.446566, , , 0.000000, , , 
60700, , 9.589798, -1.701104, -1.105316, 0.123008, 0.094248, -0.011887, -0.016105, 0.005878, 0.000432, -0.973389, -0.215576, -0.107910, 0.095898, -0.017012, -0.011055, 1.000000, -0.000081, 0.000029, 0.000002, -120.379932, -78.792499, -179.492106, , , 0.000000, , , 
60701, , 9.594329, -1.635084, -1.083445, 0.056033, 0.108584, -0.020671, 0.000242, 0.012079, -0.007554, -0.975586, -0.211182, -0.107910, 0.095942, -0.016354, -0.010840, 1.000000, 0.000001, 0.000060, -0.000038, -120.360696, -78.799732, -179.511575, , , 0.000000, , , 
60702, , 9.549215, -1.587716, -1.048804, 0.008648, 0.102132, -0.076269, 0.017311, 0.008274, -0.007602, -0.979980, -0.211426, -0.105957, 0.095491, -0.015880, -0.010493, 1.000000, 0.000087, 0.000041, -0.000038, -120.363688, -78.805526, -179.497379, , , 0.000000, , , 
60703, , 9.571276, -1.596364, -1.022939, 0.000291, 0.075674, -0.055721, 0.000720, 0.006675, -0.012353, -0.971191, -0.211182, -0.114258, 0.095711, -0.015970, -0.010233, 1.000000, 0.000004, 0.000033, -0.000062, -120.364680, -78.813566, -179.495947, , , 0.000000, , , 
60704, , 9.617718, -1.687740, -1.026260, 0.072071, 0.032860, 0.005454, -0.002275, 0.007482, -0.013903, -0.977783, -0.217773, -0.107910, 0.096176, -0.016884, -0.010266, 1.000000, -0.000011, 0.000037, -0.000070, -120.369225, -78.822376, -179.492889, , , 0.000000, , , 
60705, , 9.583307, -1.706562, -0.955367, 0.061804, -0.038130, -0.032116, 0.003809, 0.005549, -0.017816, -0.973389, -0.211182, -0.110107, 0.095831, -0.017074, -0.009557, 1.000000, 0.000019, 0.000028, -0.000089, -120.379289, -78.832790, -179.480406, , , 0.000000, , , 
