9.1313,-0.040538,3.4606,-0.15363,-0.066777,-0.07573,-0.97406,0.050221,0.2375,8.7787,2.9976,3.0901,-0.13599,-0.12466,0.01884,-0.90702,0.14226,0.045514,9.2939,-3.4787,1.3933,-0.43377,-0.02376,-0.20486,-0.90388,-0.12436,0.13783,-8.8716,1.3942,-2.2643,0.34976,0.040505,-0.044868,0.75331,0.55297,0.032683,-8.3698,-4.7446,-0.49026,-0.14591,-0.015465,-0.10295,0.91439,-0.1583,-0.005906
9.2139,0.077553,3.4023,-0.16806,-0.041336,-0.05761,-0.97469,0.045937,0.24056,8.7,3.1093,3.061,-0.022734,-0.089668,-0.005025,-0.90642,0.14242,0.04942,8.8477,-3.4774,1.8607,-0.51422,-0.011172,-0.11851,-0.90251,-0.13129,0.13536,-10.415,-1.4207,-1.1071,0.12113,0.22984,-0.16668,0.75371,0.55768,0.031184,-8.1991,-5.3407,-1.1014,0.48986,0.02028,-0.31146,0.915,-0.14974,-0.00477
8.7879,0.020093,3.809,-0.17538,-0.058453,-0.068514,-0.97172,0.038415,0.24403,8.5453,3.2742,3.0462,-0.094458,-0.091307,0.001777,-0.90657,0.14075,0.053578,8.6497,-3.3169,2.2412,-0.46698,-0.059147,-0.16099,-0.89971,-0.14135,0.13405,-8.6527,-0.085823,-1.3207,0.13272,-0.00344,-0.24311,0.74649,0.56317,0.037875,-8.8489,-3.954,-1.6762,0.51029,0.17286,-0.31388,0.91505,-0.14499,0.000481
8.8867,0.081196,3.1462,-0.15202,-0.10165,-0.057374,-0.972,0.035554,0.24616,8.169,2.9691,2.9745,-0.082119,-0.098281,0.025538,-0.90616,0.14042,0.05619,8.5767,-3.4114,2.3591,-0.32821,-0.0397,-0.22795,-0.89904,-0.15032,0.13483,-10,0.18272,-2.2781,0.11977,0.10302,0.086816,0.74673,0.565,0.034618,-8.0182,-4.3237,-1.7155,0.40336,0.2018,-0.27037,0.91692,-0.13473,0.01077
9.3918,0.030489,3.7017,-0.11383,-0.085117,-0.096532,-0.96827,0.032824,0.25162,8.744,3.5715,2.7426,-0.17811,-0.15029,0.1027,-0.90478,0.14442,0.060973,9.3883,-3.5927,2.3354,-0.10553,-0.032626,-0.29547,-0.89622,-0.15822,0.13395,-10.123,-1.4062,-0.71872,0.13925,0.15393,-0.27662,0.74486,0.56855,0.035279,-8.395,-5.4781,-2.1208,0.60712,0.31657,-0.35491,0.91965,-0.11919,0.023277
8.7583,-0.008794,3.6817,-0.14311,-0.13685,-0.079999,-0.96814,0.028232,0.25642,8.6282,3.0862,2.8223,-0.19261,-0.21597,0.076596,-0.90495,0.14732,0.068017,9.1351,-3.5813,2.1016,-0.1675,-0.001563,-0.27523,-0.89517,-0.17015,0.13496,-8.1315,2.4339,-2.7831,0.53493,-0.16773,0.12416,0.74086,0.57249,0.022666,-8.5468,-3.2511,-0.18302,-0.35771,0.14923,-0.16281,0.92133,-0.10918,0.034326
8.9247,0.30267,3.2598,-0.21902,-0.14498,-0.12201,-0.96562,0.023479,0.26159,8.1218,3.0376,2.853,0.078009,-0.22382,0.041331,-0.90424,0.14915,0.07655,8.8818,-3.5263,1.9599,0.10338,0.033252,-0.2175,-0.89265,-0.17789,0.13295,-9.3657,1.4243,-2.7543,0.3466,0.28837,0.45717,0.74839,0.56115,0.014873,-7.8976,-4.147,-1.1379,-0.30009,0.13388,0.13425,0.92127,-0.11096,0.036769
8.4333,0.47644,3.3989,-0.23103,-0.075211,-0.20444,-0.96378,0.014413,0.26596,7.7012,3.2933,3.1335,-0.060795,-0.25056,0.11077,-0.90282,0.15196,0.086654,8.491,-2.9829,1.9641,0.023851,0.04751,-0.17435,-0.89158,-0.18585,0.13198,-8.6771,-0.80129,-0.57033,1.1914,0.085405,0.38486,0.76041,0.5459,0.005282,-7.6433,-4.7935,-0.26901,0.30475,0.11442,0.30622,0.9176,-0.12159,0.039004
7.6736,0.2774,2.8249,-0.39403,-0.086869,-0.19652,-0.96355,0.003964,0.27014,7.0001,3.0961,3.3105,-0.10113,-0.2427,0.119,-0.90119,0.15545,0.095982,7.5843,-2.7378,1.8605,-0.25122,0.16165,-0.08281,-0.8921,-0.19165,0.1264,-8.9945,-0.43928,-1.3872,0.97212,-0.12197,0.31638,0.76613,0.53781,-0.023935,-6.7889,-4.4388,-0.34324,0.79606,0.25161,0.45205,0.91535,-0.13555,0.049851
8.5207,0.023877,3.3967,-0.48403,0.034065,-0.208,-0.96185,-0.006819,0.27187,7.7076,3.6376,3.1302,-0.26625,-0.28728,0.22524,-0.89989,0.16026,0.10423,7.8626,-2.9768,1.7002,-0.33972,0.2058,-0.031537,-0.8925,-0.19131,0.11842,-9.0586,0.44479,-1.2994,0.43156,0.077561,0.078789,0.77086,0.53088,-0.03726,-7.3122,-3.4628,-1.0888,0.86738,0.29819,0.60433,0.91271,-0.14929,0.064238
