0.999 -0.009 0.044 -0.000 
0.996 -0.010 0.093 0.000 
0.990 -0.007 0.141 0.001 
0.982 -0.011 0.189 0.000 
0.972 -0.014 0.236 0.000 
0.961 -0.020 0.276 -0.001 
0.948 -0.015 0.318 0.001 
0.934 -0.018 0.356 0.001 
0.921 -0.020 0.390 0.001 
0.907 -0.012 0.420 0.004 
0.894 0.005 0.447 0.013 
0.881 0.005 0.474 0.012 
0.865 0.012 0.501 0.016 
0.854 0.030 0.519 0.026 
0.856 0.037 0.514 0.030 
0.846 0.018 0.533 0.017 
0.835 0.011 0.551 0.012 
0.824 0.008 0.567 0.010 
0.815 -0.008 0.579 -0.001 
0.806 -0.028 0.591 -0.015 
0.795 -0.043 0.605 -0.026 
0.784 -0.058 0.617 -0.037 
0.773 -0.076 0.627 -0.050 
0.766 -0.090 0.633 -0.061 
0.775 -0.070 0.626 -0.045 
0.775 -0.043 0.630 -0.022 
0.776 -0.018 0.631 -0.001 
0.765 -0.023 0.643 -0.005 
0.766 0.003 0.642 0.018 
0.763 -0.019 0.647 -0.001 
0.750 -0.039 0.660 -0.019 
0.739 -0.038 0.673 -0.018 
0.739 -0.038 0.672 -0.017 
0.730 -0.037 0.682 -0.016 
0.706 -0.043 0.706 -0.022 
0.704 -0.043 0.709 -0.022 
0.696 -0.041 0.717 -0.021 
0.691 -0.042 0.722 -0.022 
0.691 -0.043 0.721 -0.023 
0.684 -0.032 0.729 -0.013 
0.676 -0.005 0.737 0.014 
0.676 -0.002 0.737 0.017 
0.678 0.009 0.734 0.030 
0.687 0.024 0.725 0.046 
0.710 0.029 0.701 0.052 
0.703 0.021 0.709 0.044 
0.700 0.020 0.713 0.042 
0.696 0.018 0.717 0.039 
0.687 -0.033 0.726 -0.013 
0.694 -0.045 0.719 -0.023 
0.693 -0.052 0.718 -0.030 
0.691 -0.062 0.719 -0.040 
0.687 -0.075 0.720 -0.053 
0.693 -0.083 0.713 -0.062 
0.707 -0.069 0.702 -0.049 
0.704 -0.051 0.708 -0.031 
0.720 -0.039 0.693 -0.018 
0.736 -0.026 0.677 -0.005 
0.730 -0.032 0.683 -0.011 
0.708 -0.051 0.704 -0.031 
0.698 -0.050 0.714 -0.030 
0.697 -0.047 0.715 -0.027 
0.692 -0.043 0.720 -0.023 
0.682 -0.039 0.730 -0.019 
0.680 -0.042 0.732 -0.021 
0.679 -0.040 0.733 -0.020 
0.675 -0.039 0.736 -0.019 
0.675 -0.039 0.737 -0.018 
0.672 -0.031 0.740 -0.010 
0.671 -0.021 0.741 -0.000 
0.670 -0.011 0.742 0.010 
0.671 -0.006 0.741 0.015 
0.675 0.010 0.737 0.032 
0.682 0.027 0.729 0.051 
0.681 0.018 0.731 0.041 
0.676 0.008 0.737 0.030 
0.674 0.011 0.738 0.033 
0.671 -0.004 0.742 0.017 
0.671 -0.020 0.741 0.001 
0.672 -0.034 0.740 -0.013 
0.675 -0.046 0.736 -0.025 
0.675 -0.058 0.735 -0.039 
0.682 -0.069 0.726 -0.051 
0.698 -0.064 0.711 -0.047 
0.702 -0.052 0.709 -0.036 
0.701 -0.040 0.712 -0.024 
0.727 -0.031 0.686 -0.012 
0.700 -0.040 0.713 -0.023 
0.690 -0.050 0.721 -0.033 
0.687 -0.054 0.724 -0.037 
0.688 -0.049 0.723 -0.032 
0.688 -0.047 0.723 -0.030 
0.678 -0.044 0.733 -0.027 
0.679 -0.049 0.732 -0.032 
0.677 -0.046 0.734 -0.029 
0.676 -0.044 0.735 -0.027 
0.675 -0.043 0.736 -0.026 
0.674 -0.036 0.738 -0.018 
0.670 -0.023 0.742 -0.005 
0.671 -0.020 0.741 -0.002 
0.670 -0.014 0.742 0.004 
0.673 0.004 0.740 0.022 
0.692 0.022 0.721 0.043 
0.682 0.011 0.730 0.030 
0.677 0.002 0.735 0.021 
0.680 0.007 0.733 0.026 
0.676 -0.018 0.737 0.001 
0.682 -0.034 0.730 -0.016 
0.684 -0.044 0.727 -0.025 
0.683 -0.051 0.728 -0.033 
0.680 -0.061 0.729 -0.043 
0.687 -0.067 0.722 -0.049 
0.701 -0.059 0.710 -0.042 
0.697 -0.047 0.715 -0.030 
0.690 -0.034 0.723 -0.018 
0.682 -0.026 0.731 -0.010 
0.682 0.008 0.731 0.024 
0.694 -0.037 0.719 -0.020 
0.687 -0.036 0.726 -0.019 
0.677 -0.027 0.735 -0.009 
0.679 -0.031 0.733 -0.014 
0.673 -0.020 0.739 -0.003 
0.669 -0.019 0.743 -0.002 
0.669 -0.019 0.743 -0.001 
0.669 -0.018 0.743 -0.001 
0.669 -0.022 0.743 -0.005 
0.671 -0.023 0.741 -0.006 
-0.669 0.009 -0.743 -0.009 
0.669 0.001 0.743 0.019 
0.670 0.003 0.742 0.021 
0.671 0.010 0.741 0.029 
0.677 0.023 0.734 0.043 
0.683 0.023 0.728 0.043 
0.678 0.014 0.734 0.033 
0.676 0.015 0.736 0.034 
0.675 0.009 0.738 0.027 
0.671 -0.005 0.741 0.013 
0.670 -0.019 0.742 -0.001 
0.672 -0.029 0.740 -0.012 
0.675 -0.039 0.737 -0.022 
0.678 -0.050 0.733 -0.033 
0.690 -0.053 0.721 -0.037 
0.699 -0.047 0.713 -0.032 
0.688 -0.035 0.724 -0.019 
0.679 -0.016 0.734 -0.003 
0.735 -0.020 0.678 0.005 
0.681 0.010 0.732 0.017 
0.694 -0.037 0.718 -0.021 
0.686 -0.034 0.726 -0.018 
0.688 -0.035 0.724 -0.019 
0.687 -0.033 0.726 -0.018 
0.677 -0.025 0.735 -0.009 
0.679 -0.029 0.733 -0.014 
0.681 -0.032 0.732 -0.016 
0.678 -0.029 0.735 -0.013 
0.675 -0.024 0.738 -0.009 
0.673 -0.017 0.739 -0.001 
0.673 -0.012 0.739 0.004 
0.673 -0.008 0.740 0.007 
0.673 -0.003 0.740 0.012 
0.676 0.009 0.736 0.025 
0.687 0.022 0.725 0.039 
0.685 0.018 0.727 0.034 
0.679 0.010 0.734 0.026 
0.678 0.011 0.735 0.026 
0.674 -0.000 0.738 0.015 
0.673 -0.014 0.739 0.002 
0.675 -0.026 0.737 -0.011 
0.677 -0.034 0.735 -0.019 
0.679 -0.043 0.732 -0.028 
0.684 -0.052 0.726 -0.037 
0.696 -0.051 0.715 -0.037 
0.697 -0.043 0.715 -0.029 
0.698 -0.037 0.715 -0.023 
0.690 -0.035 0.722 -0.021 
0.678 -0.014 0.734 -0.003 
0.695 -0.037 0.718 -0.023 
0.688 -0.036 0.725 -0.022 
0.687 -0.036 0.726 -0.022 
0.686 -0.035 0.726 -0.021 
0.683 -0.032 0.730 -0.018 
0.678 -0.029 0.735 -0.015 
0.679 -0.032 0.733 -0.018 
0.678 -0.030 0.735 -0.017 
0.677 -0.031 0.735 -0.017 
0.677 -0.031 0.735 -0.017 
0.674 -0.023 0.738 -0.009 
0.673 -0.016 0.739 -0.002 
0.673 -0.014 0.740 -0.001 
0.672 -0.005 0.741 0.009 
0.674 0.007 0.738 0.022 
0.681 0.013 0.731 0.028 
0.676 0.004 0.737 0.017 
0.675 0.001 0.737 0.015 
0.675 -0.002 0.738 0.012 
0.675 -0.015 0.737 -0.001 
0.678 -0.025 0.735 -0.011 
0.681 -0.032 0.732 -0.018 
0.682 -0.038 0.730 -0.024 
0.683 -0.044 0.729 -0.030 
0.687 -0.047 0.724 -0.033 
0.695 -0.044 0.717 -0.030 
0.689 -0.035 0.724 -0.022 
0.685 -0.028 0.728 -0.015 
0.689 -0.033 0.723 -0.020 
0.678 -0.015 0.735 -0.003 
0.686 -0.031 0.727 -0.018 
0.682 -0.029 0.731 -0.016 
0.680 -0.028 0.733 -0.014 
0.681 -0.029 0.731 -0.016 
0.678 -0.025 0.735 -0.012 
0.676 -0.025 0.736 -0.012 
0.676 -0.024 0.737 -0.011 
0.675 -0.023 0.738 -0.010 
0.675 -0.025 0.738 -0.012 
0.676 -0.027 0.736 -0.014 
0.675 -0.021 0.738 -0.008 
0.673 -0.016 0.740 -0.003 
0.672 -0.012 0.740 0.002 
0.672 -0.004 0.740 0.010 
0.677 0.008 0.736 0.022 
0.675 0.002 0.737 0.015 
0.674 -0.004 0.739 0.009 
0.674 -0.002 0.739 0.011 
0.674 -0.009 0.739 0.004 
0.674 -0.016 0.738 -0.003 
0.675 -0.023 0.737 -0.010 
0.677 -0.028 0.735 -0.015 
0.679 -0.033 0.733 -0.020 
0.682 -0.039 0.730 -0.026 
0.688 -0.038 0.725 -0.025 
0.687 -0.034 0.726 -0.021 
0.681 -0.025 0.732 -0.012 
0.678 -0.020 0.735 -0.007 
0.676 -0.005 0.737 0.007 
0.680 -0.022 0.733 -0.009 
0.681 -0.026 0.732 -0.013 
0.678 -0.024 0.734 -0.011 
0.678 -0.023 0.735 -0.010 
0.677 -0.023 0.735 -0.010 
0.675 -0.021 0.737 -0.009 
0.676 -0.024 0.736 -0.011 
0.675 -0.023 0.737 -0.010 
0.676 -0.024 0.737 -0.011 
0.675 -0.023 0.737 -0.010 
0.674 -0.020 0.738 -0.007 
0.673 -0.016 0.739 -0.003 
0.673 -0.014 0.740 -0.001 
0.672 -0.009 0.740 0.004 
0.673 -0.002 0.740 0.011 
0.674 -0.003 0.739 0.010 
0.673 -0.009 0.740 0.004 
0.673 -0.007 0.740 0.005 
0.673 -0.010 0.739 0.002 
0.674 -0.017 0.738 -0.004 
0.674 -0.021 0.738 -0.008 
0.675 -0.024 0.737 -0.012 
0.677 -0.029 0.736 -0.016 
0.678 -0.033 0.734 -0.020 
0.682 -0.034 0.730 -0.022 
0.682 -0.031 0.731 -0.019 
0.678 -0.025 0.734 -0.012 
0.677 -0.021 0.735 -0.009 
0.679 -0.022 0.734 -0.009 
0.680 -0.024 0.733 -0.011 
0.681 -0.028 0.731 -0.015 
0.680 -0.029 0.732 -0.016 
0.680 -0.029 0.732 -0.016 
0.680 -0.029 0.732 -0.016 
0.678 -0.027 0.734 -0.015 
0.678 -0.028 0.734 -0.015 
0.678 -0.028 0.735 -0.015 
0.677 -0.026 0.736 -0.014 
0.677 -0.026 0.736 -0.014 
0.677 -0.026 0.736 -0.013 
0.676 -0.023 0.737 -0.011 
