0.983 -0.002 -0.182 -0.001 0.983 0.062 -0.175 -0.000 0.981 -0.080 -0.177 -0.002 0.981 -0.024 0.195 -0.003 0.982 -0.096 0.161 -0.006 
0.949 -0.004 -0.316 -0.003 0.944 0.112 -0.309 -0.002 0.938 -0.141 -0.318 -0.009 0.928 -0.022 0.372 -0.004 0.931 -0.159 0.329 -0.010 
0.910 -0.005 -0.415 -0.006 0.905 0.143 -0.400 -0.002 0.893 -0.182 -0.411 -0.016 0.855 -0.014 0.518 0.003 0.860 -0.222 0.458 -0.020 
0.882 -0.006 -0.471 -0.010 0.871 0.169 -0.462 -0.006 0.856 -0.204 -0.474 -0.023 0.800 -0.036 0.598 -0.016 0.791 -0.274 0.545 -0.042 
0.864 -0.008 -0.503 -0.012 0.847 0.177 -0.502 -0.006 0.829 -0.221 -0.513 -0.029 0.741 0.027 0.670 0.026 0.756 -0.280 0.592 -0.024 
0.848 -0.005 -0.530 -0.019 0.832 0.186 -0.523 -0.007 0.811 -0.229 -0.537 -0.029 0.679 0.052 0.731 0.039 0.719 -0.300 0.627 -0.020 
0.841 -0.001 -0.540 -0.029 0.826 0.194 -0.529 -0.013 0.801 -0.230 -0.552 -0.034 0.672 0.048 0.739 0.001 0.711 -0.306 0.633 -0.032 
0.834 -0.005 -0.551 -0.037 0.828 0.196 -0.525 -0.018 0.795 -0.236 -0.557 -0.038 0.662 0.050 0.748 -0.025 0.705 -0.302 0.640 -0.048 
0.833 -0.015 -0.552 -0.043 0.824 0.199 -0.531 -0.025 0.789 -0.247 -0.562 -0.041 0.656 0.061 0.752 -0.027 0.690 -0.282 0.665 -0.044 
0.829 -0.027 -0.556 -0.047 0.820 0.195 -0.538 -0.029 0.779 -0.261 -0.568 -0.048 0.642 0.058 0.764 -0.042 0.695 -0.248 0.674 -0.023 
0.823 -0.025 -0.565 -0.058 0.808 0.186 -0.558 -0.028 0.764 -0.274 -0.581 -0.061 0.620 0.080 0.780 -0.015 0.695 -0.301 0.647 -0.090 
0.818 -0.026 -0.572 -0.061 0.799 0.176 -0.574 -0.032 0.753 -0.287 -0.586 -0.079 0.621 0.059 0.780 -0.036 0.681 -0.238 0.692 -0.029 
0.816 -0.014 -0.575 -0.065 0.794 0.159 -0.585 -0.029 0.762 -0.295 -0.570 -0.084 0.652 0.062 0.754 -0.048 0.656 -0.208 0.725 0.021 
0.818 -0.009 -0.571 -0.063 0.795 0.150 -0.588 -0.017 0.776 -0.287 -0.556 -0.077 -0.670 -0.063 -0.736 0.065 0.660 -0.183 0.727 0.052 
0.823 -0.006 -0.565 -0.060 0.799 0.157 -0.580 -0.015 0.793 -0.261 -0.544 -0.082 0.689 0.121 0.714 -0.035 0.669 -0.186 0.718 0.042 
0.820 -0.003 -0.569 -0.060 0.800 0.166 -0.576 -0.023 0.800 -0.247 -0.540 -0.084 0.687 0.151 0.710 -0.016 0.657 -0.187 0.730 0.034 
0.813 -0.002 -0.579 -0.060 0.797 0.168 -0.579 -0.029 0.795 -0.239 -0.552 -0.082 0.667 0.167 0.726 -0.011 0.644 -0.189 0.741 0.027 
0.805 0.003 -0.590 -0.063 0.792 0.171 -0.586 -0.032 0.786 -0.235 -0.567 -0.080 0.646 0.189 0.739 -0.000 0.641 -0.180 0.746 0.028 
0.800 0.010 -0.596 -0.070 0.784 0.173 -0.595 -0.032 0.778 -0.235 -0.578 -0.076 0.637 0.195 0.746 -0.005 0.642 -0.167 0.747 0.034 
0.798 0.013 -0.598 -0.074 0.776 0.176 -0.604 -0.034 0.772 -0.224 -0.589 -0.080 0.646 0.195 0.738 -0.010 0.641 -0.160 0.750 0.038 
0.801 0.006 -0.594 -0.071 0.770 0.176 -0.612 -0.035 0.771 -0.206 -0.595 -0.096 0.655 0.193 0.731 -0.008 0.632 -0.159 0.757 0.037 
0.805 -0.004 -0.589 -0.067 0.768 0.173 -0.615 -0.034 0.772 -0.213 -0.589 -0.110 0.672 0.183 0.718 0.003 0.633 -0.157 0.757 0.035 
