0.999 0.034 0.031 -0.000 
0.999 -0.013 0.044 -0.002 
0.996 -0.053 0.067 -0.004 
0.992 -0.047 0.115 -0.001 
0.987 -0.030 0.160 0.003 
0.978 -0.038 0.204 0.003 
0.971 -0.011 0.239 0.010 
0.967 0.032 0.252 0.020 
0.964 0.079 0.251 0.033 
0.957 0.111 0.264 0.040 
0.945 0.105 0.307 0.033 
0.932 0.110 0.345 0.030 
0.920 0.095 0.380 0.020 
0.911 0.064 0.407 0.004 
0.900 0.033 0.434 -0.012 
0.891 -0.001 0.453 -0.029 
0.906 0.008 0.423 -0.025 
0.903 0.049 0.427 -0.005 
0.897 0.076 0.435 0.008 
0.885 0.110 0.452 0.023 
0.883 0.074 0.463 0.002 
0.874 0.040 0.483 -0.018 
0.860 0.044 0.508 -0.017 
0.847 0.052 0.529 -0.013 
0.838 0.053 0.543 -0.013 
0.832 0.068 0.551 -0.003 
0.830 0.102 0.548 0.020 
0.827 0.139 0.543 0.045 
0.826 0.165 0.536 0.064 
0.818 0.152 0.552 0.051 
0.807 0.151 0.569 0.048 
0.798 0.135 0.587 0.032 
0.792 0.109 0.601 0.010 
0.783 0.082 0.616 -0.014 
0.777 0.050 0.626 -0.041 
0.800 0.062 0.596 -0.030 
0.788 0.095 0.609 -0.004 
0.801 0.089 0.593 -0.008 
0.785 0.117 0.608 0.013 
0.789 0.084 0.608 -0.014 
0.780 0.054 0.622 -0.040 
0.773 0.059 0.631 -0.036 
0.759 0.060 0.648 -0.037 
0.758 0.063 0.648 -0.034 
0.756 0.078 0.650 -0.020 
0.755 0.102 0.647 0.002 
0.750 0.133 0.647 0.029 
0.762 0.150 0.628 0.048 
0.761 0.139 0.632 0.038 
0.754 0.139 0.640 0.037 
0.750 0.125 0.649 0.023 
0.745 0.105 0.658 0.003 
0.740 0.083 0.667 -0.019 
0.741 0.050 0.668 -0.054 
0.761 0.058 0.645 -0.043 
0.758 0.090 0.646 -0.013 
0.761 0.104 0.640 -0.001 
0.762 0.123 0.636 0.016 
0.761 0.094 0.642 -0.010 
0.756 0.077 0.650 -0.026 
0.754 0.072 0.652 -0.032 
0.746 0.077 0.661 -0.027 
0.743 0.071 0.665 -0.034 
0.740 0.083 0.667 -0.021 
0.737 0.105 0.668 0.001 
0.734 0.132 0.665 0.026 
0.741 0.152 0.652 0.047 
0.742 0.137 0.655 0.033 
0.739 0.137 0.658 0.032 
0.735 0.125 0.666 0.020 
0.733 0.107 0.672 0.002 
0.730 0.089 0.678 -0.016 
0.735 0.066 0.674 -0.047 
0.750 0.043 0.657 -0.062 
0.762 0.070 0.643 -0.037 
0.756 0.096 0.648 -0.013 
0.777 0.098 0.622 -0.008 
0.784 0.084 0.615 -0.019 
0.776 0.058 0.626 -0.043 
0.765 0.059 0.640 -0.042 
0.754 0.057 0.653 -0.045 
0.756 0.061 0.651 -0.041 
0.754 0.073 0.653 -0.031 
0.754 0.088 0.650 -0.016 
0.751 0.115 0.650 0.008 
0.759 0.135 0.637 0.029 
0.756 0.134 0.640 0.027 
0.752 0.133 0.645 0.026 
0.749 0.124 0.651 0.016 
0.746 0.107 0.657 -0.000 
0.741 0.090 0.665 -0.017 
0.741 0.067 0.667 -0.042 
0.754 0.042 0.652 -0.064 
0.768 0.062 0.635 -0.044 
0.759 0.088 0.644 -0.022 
0.779 0.080 0.622 -0.027 
0.783 0.072 0.617 -0.033 
0.775 0.047 0.628 -0.055 
0.765 0.052 0.640 -0.051 
0.754 0.044 0.653 -0.059 
0.756 0.052 0.651 -0.052 
0.757 0.060 0.649 -0.045 
0.758 0.078 0.648 -0.028 
0.753 0.103 0.650 -0.005 
0.761 0.122 0.637 0.014 
0.763 0.112 0.636 0.005 
0.760 0.113 0.640 0.005 
0.755 0.106 0.647 -0.002 
0.753 0.090 0.652 -0.017 
0.752 0.071 0.654 -0.035 
0.749 0.046 0.659 -0.059 
0.755 0.022 0.651 -0.080 
0.765 0.047 0.640 -0.058 
0.763 0.072 0.641 -0.036 
0.757 0.094 0.646 -0.016 
0.764 0.073 0.640 -0.035 
0.757 0.050 0.649 -0.057 
0.749 0.045 0.658 -0.062 
0.742 0.043 0.666 -0.065 
0.743 0.054 0.664 -0.054 
0.744 0.059 0.663 -0.048 
0.743 0.078 0.664 -0.029 
0.740 0.100 0.665 -0.007 
0.752 0.110 0.650 0.003 
0.751 0.101 0.653 -0.006 
0.745 0.107 0.659 -0.001 
0.742 0.099 0.663 -0.008 
0.741 0.086 0.665 -0.021 
0.743 0.069 0.665 -0.039 
0.743 0.043 0.664 -0.064 
0.758 0.036 0.648 -0.069 
0.759 0.062 0.647 -0.046 
0.765 0.075 0.639 -0.033 
0.760 0.095 0.643 -0.015 
0.761 0.073 0.644 -0.036 
0.758 0.057 0.647 -0.051 
0.754 0.054 0.652 -0.054 
0.749 0.056 0.658 -0.053 
0.749 0.059 0.659 -0.050 
0.748 0.070 0.658 -0.039 
0.747 0.091 0.659 -0.019 
0.749 0.109 0.654 -0.001 
0.754 0.122 0.646 0.012 
0.754 0.116 0.647 0.006 
0.748 0.117 0.653 0.007 
0.744 0.109 0.659 -0.002 
0.742 0.096 0.663 -0.015 
0.741 0.080 0.666 -0.032 
0.745 0.056 0.662 -0.055 
0.757 0.066 0.649 -0.044 
0.744 0.084 0.662 -0.027 
0.759 0.077 0.646 -0.033 
0.758 0.083 0.646 -0.028 
0.756 0.064 0.649 -0.046 
0.752 0.062 0.655 -0.048 
0.748 0.054 0.659 -0.057 
0.746 0.054 0.661 -0.057 
0.748 0.060 0.659 -0.051 
0.749 0.071 0.658 -0.039 
0.745 0.091 0.660 -0.020 
0.750 0.105 0.654 -0.006 
0.756 0.098 0.647 -0.012 
0.754 0.101 0.649 -0.010 
0.753 0.096 0.651 -0.014 
0.752 0.086 0.653 -0.024 
0.752 0.073 0.654 -0.036 
0.750 0.055 0.657 -0.054 
0.755 0.039 0.651 -0.068 
0.758 0.058 0.647 -0.050 
0.759 0.076 0.646 -0.033 
0.764 0.057 0.641 -0.050 
0.767 0.058 0.637 -0.050 
0.763 0.039 0.641 -0.066 
0.757 0.037 0.649 -0.068 
0.752 0.035 0.655 -0.071 
0.752 0.041 0.654 -0.065 
