PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
27526, , 9.419615, 0.049768, -2.567779, -0.000000, 0.000000, -0.049229, 0.077498, 0.064319, -0.002836, -0.801758, -0.382812, 0.279785, 0.094188, 0.000506, -0.025708, 1.000000, 0.000387, 0.000322, -0.000014, 178.871733, -74.730576, -81.208492, , , 0.000000, , , 
27527, , 9.314738, 0.031119, -2.449930, 0.002752, -0.105114, -0.181674, 0.028786, 0.028597, -0.001338, -0.805908, -0.386963, 0.281982, 0.093144, 0.000314, -0.024513, 1.000000, 0.000144, 0.000143, -0.000007, 179.551616, -74.649558, -82.130467, , , 0.000000, , , 
27528, , 9.356603, -0.065695, -2.549945, 0.087082, -0.005605, -0.115010, 0.020434, 0.020901, -0.002111, -0.801514, -0.385010, 0.281982, 0.093563, -0.000655, -0.025509, 1.000000, 0.000102, 0.000105, -0.000011, 179.558577, -74.661523, -82.125545, , , 0.000000, , , 
27529, , 9.423903, -0.006291, -2.566098, 0.028235, -0.014440, -0.045710, -0.001226, 0.008743, 0.002143, -0.801758, -0.382812, 0.279785, 0.094238, -0.000062, -0.025665, 1.000000, -0.000006, 0.000044, 0.000011, 179.561962, -74.664455, -82.128850, , , 0.000000, , , 
27530, , 9.466473, -0.005003, -2.467803, 0.040794, -0.119035, -0.030644, -0.017895, 0.005849, -0.000333, -0.803711, -0.385010, 0.283936, 0.094664, -0.000052, -0.024681, 1.000000, -0.000089, 0.000029, -0.000002, 179.550919, -74.667804, -82.128031, , , 0.000000, , , 
27531, , 9.535637, 0.000770, -2.491133, 0.034863, -0.115373, 0.042240, -0.014776, 0.006564, 0.002614, -0.805908, -0.386963, 0.284180, 0.095356, 0.000007, -0.024914, 1.000000, -0.000074, 0.000033, 0.000013, 179.549726, -74.669126, -82.134205, , , 0.000000, , , 
27532, , 9.526528, -0.002169, -2.468093, 0.040282, -0.133960, 0.027366, -0.002746, 0.007261, 0.000661, -0.805908, -0.380615, 0.283936, 0.095264, -0.000022, -0.024684, 1.000000, -0.000014, 0.000036, 0.000003, 179.549415, -74.673289, -82.135514, , , 0.000000, , , 
27533, , 9.536033, 0.000783, -2.489616, 0.034801, -0.116037, 0.042232, 0.006687, 0.010718, -0.000669, -0.803955, -0.380615, 0.288086, 0.095359, 0.000008, -0.024901, 1.000000, 0.000033, 0.000054, -0.000003, 179.555123, -74.675646, -82.135087, , , 0.000000, , , 
27534, , 9.546840, 0.008130, -2.456343, 0.031594, -0.150375, 0.043896, 0.009656, 0.015934, 0.002317, -0.803711, -0.382812, 0.281982, 0.095466, 0.000084, -0.024571, 1.000000, 0.000048, 0.000080, 0.000012, 179.565245, -74.684785, -82.139846, , , 0.000000, , , 
27535, , 9.589086, 0.038243, -2.326915, 0.018668, -0.288652, 0.050522, 0.005190, 0.013708, 0.002460, -0.803711, -0.382812, 0.281982, 0.095889, 0.000384, -0.023276, 1.000000, 0.000026, 0.000069, 0.000012, 179.578427, -74.687390, -82.146822, , , 0.000000, , , 
27536, , 9.566869, 0.047572, -2.413510, -0.002530, -0.199809, 0.052014, -0.000522, 0.015754, 0.000134, -0.803711, -0.382812, 0.277832, 0.095667, 0.000476, -0.024143, 1.000000, -0.000003, 0.000079, 0.000001, 179.578165, -74.696417, -82.146861, , , 0.000000, , , 
27537, , 9.545840, 0.061590, -2.445735, -0.021601, -0.163365, 0.040298, -0.009359, 0.013522, 0.005012, -0.803955, -0.376221, 0.283936, 0.095457, 0.000617, -0.024464, 1.000000, -0.000047, 0.000068, 0.000025, 179.583510, -74.707262, -82.157577, , , 0.000000, , , 
27538, , 9.536878, 0.058477, -2.422050, -0.016180, -0.181950, 0.025423, -0.012975, 0.013805, 0.003107, -0.805908, -0.384766, 0.288330, 0.095367, 0.000585, -0.024227, 1.000000, -0.000065, 0.000069, 0.000016, 179.582377, -74.715184, -82.164109, , , 0.000000, , , 
27539, , 9.499382, 0.012686, -2.415766, 0.028596, -0.171204, -0.012472, -0.005804, 0.019057, -0.003216, -0.801514, -0.385010, 0.286133, 0.094992, 0.000125, -0.024167, 1.000000, -0.000029, 0.000095, -0.000016, 179.575932, -74.722727, -82.156485, , , 0.000000, , , 
27540, , 9.480652, -0.026763, -2.453648, 0.062610, -0.122694, -0.020604, 0.000370, 0.026303, -0.007452, -0.805908, -0.382812, 0.281982, 0.094803, -0.000271, -0.024549, 1.000000, 0.000002, 0.000132, -0.000037, 179.560090, -74.737765, -82.139842, , , 0.000000, , , 
27541, , 9.462711, -0.032208, -2.406267, 0.073310, -0.159780, -0.050354, 0.008884, 0.029504, -0.006710, -0.805908, -0.386963, 0.281982, 0.094624, -0.000324, -0.024077, 1.000000, 0.000044, 0.000148, -0.000034, 179.553791, -74.755206, -82.124673, , , 0.000000, , , 
27542, , 9.500281, 0.009623, -2.462255, 0.026227, -0.118205, 0.000746, 0.001180, 0.035539, -0.004868, -0.801758, -0.382812, 0.286133, 0.094998, 0.000094, -0.024639, 1.000000, 0.000006, 0.000178, -0.000024, 179.543637, -74.775546, -82.113448, , , 0.000000, , , 
