PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
55301, , 9.453051, -0.461877, -2.156964, 0.000000, 0.000000, -0.105679, -0.014554, -0.001968, -0.005579, -0.880371, 0.463379, 0.003906, 0.094531, -0.004623, -0.021568, 1.000000, -0.000073, -0.000010, -0.000028, -167.902230, -76.865337, 101.551260, , , 0.000000, , , 
55302, , 9.451848, -0.428227, -2.168873, -0.000000, -0.000000, -0.105741, -0.006945, -0.011009, -0.011200, -0.878174, 0.461426, 0.003906, 0.094519, -0.004288, -0.021683, 1.000000, -0.000035, -0.000055, -0.000056, -168.812984, -76.837911, 102.439336, , , 0.000000, , , 
55303, , 9.442457, -0.330240, -2.313081, 0.165170, -0.090068, -0.087257, -0.005911, -0.019173, -0.014217, -0.874023, 0.463379, -0.000244, 0.094427, -0.003310, -0.023122, 1.000000, -0.000030, -0.000096, -0.000071, -168.393718, -76.843130, 102.026354, , , 0.000000, , , 
55304, , 9.487757, -0.208009, -2.340322, 0.283769, -0.055045, -0.042613, -0.036809, -0.013301, -0.009769, -0.882324, 0.459229, 0.001709, 0.094879, -0.002089, -0.023397, 1.000000, -0.000184, -0.000067, -0.000049, -168.444803, -76.836788, 102.057158, , , 0.000000, , , 
55305, , 9.491855, -0.336335, -2.297178, 0.146069, -0.066507, -0.042340, -0.037043, -0.022054, -0.018427, -0.882324, 0.461426, 0.003906, 0.094921, -0.003376, -0.022961, 1.000000, -0.000185, -0.000110, -0.000092, -168.525891, -76.831590, 102.121154, , , 0.000000, , , 
55306, , 9.618072, -0.298154, -2.207866, 0.136766, 0.057134, 0.058934, -0.022662, -0.016575, -0.018683, -0.882080, 0.457275, -0.002441, 0.096182, -0.002993, -0.022070, 1.000000, -0.000113, -0.000083, -0.000093, -168.591755, -76.824405, 102.175462, , , 0.000000, , , 
55307, , 9.677239, -0.402823, -2.047128, -0.028007, 0.171236, 0.085386, -0.010410, -0.007045, -0.015728, -0.882324, 0.463379, 0.003906, 0.096773, -0.004037, -0.020468, 1.000000, -0.000052, -0.000035, -0.000079, -168.648612, -76.829468, 102.231209, , , 0.000000, , , 
55308, , 9.705674, -0.433100, -1.983069, -0.083864, 0.222456, 0.100119, -0.000318, 0.000402, -0.010976, -0.880371, 0.465576, 0.001953, 0.097056, -0.004336, -0.019831, 1.000000, -0.000002, 0.000002, -0.000055, -168.674953, -76.830930, 102.258074, , , 0.000000, , , 
55309, , 9.657701, -0.509466, -1.990523, -0.149546, 0.174103, 0.058496, -0.015676, 0.002601, -0.005594, -0.882080, 0.453125, 0.003662, 0.096577, -0.005099, -0.019906, 1.000000, -0.000078, 0.000013, -0.000028, -168.698922, -76.835089, 102.273977, , , 0.000000, , , 
55310, , 9.633960, -0.608057, -2.009533, -0.231388, 0.112284, 0.044036, 0.017688, 0.009125, -0.000618, -0.884277, 0.457275, 0.003906, 0.096339, -0.006079, -0.020100, 1.000000, 0.000088, 0.000046, -0.000003, -168.685889, -76.840285, 102.271000, , , 0.000000, , , 
55311, , 9.604740, -0.522451, -2.073544, -0.125049, 0.080663, 0.026084, 0.016797, 0.007641, 0.006819, -0.884277, 0.457275, 0.001709, 0.096047, -0.005219, -0.020740, 1.000000, 0.000084, 0.000038, 0.000034, -168.659286, -76.851394, 102.256370, , , 0.000000, , , 
55312, , 9.575153, -0.480348, -2.158875, -0.050667, 0.013848, 0.014431, -0.001274, 0.012163, -0.004910, -0.882080, 0.457275, 0.003906, 0.095750, -0.004806, -0.021595, 1.000000, -0.000006, 0.000061, -0.000025, -168.665962, -76.858780, 102.262476, , , 0.000000, , , 
55313, , 9.554322, -0.457760, -2.090578, -0.055347, 0.075917, -0.022064, -0.003491, 0.025377, -0.004012, -0.886475, 0.463379, 0.001709, 0.095540, -0.004580, -0.020918, 1.000000, -0.000017, 0.000127, -0.000020, -168.665234, -76.880863, 102.262303, , , 0.000000, , , 
55314, , 9.529894, -0.359225, -2.066375, 0.027072, 0.128929, -0.055615, 0.024044, 0.016352, -0.010206, -0.886230, 0.455322, -0.002441, 0.095297, -0.003595, -0.020672, 1.000000, 0.000120, 0.000082, -0.000051, -168.668165, -76.891199, 102.279459, , , 0.000000, , , 
55315, , 9.530081, -0.358089, -2.065707, 0.027333, 0.127122, -0.055592, -0.008234, -0.002924, -0.017056, -0.882324, 0.459229, 0.008057, 0.095301, -0.003590, -0.020656, 1.000000, -0.000041, -0.000015, -0.000085, -168.718621, -76.902187, 102.330195, , , 0.000000, , , 
55316, , 9.556931, -0.399071, -2.034329, -0.025907, 0.144468, -0.034593, -0.013812, -0.005634, -0.018629, -0.880127, 0.459229, 0.005859, 0.095570, -0.004001, -0.020340, 1.000000, -0.000069, -0.000028, -0.000093, -168.774235, -76.901105, 102.379170, , , 0.000000, , , 
