PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
55301, , 9.528606, 1.962862, 1.086470, 0.000000, -0.000000, -0.023531, -0.011048, -0.001657, -0.001091, -0.977783, 0.245850, -0.183838, 0.095286, 0.019629, 0.010864, 1.000000, -0.000055, -0.000008, -0.000005, 61.035650, -76.751180, -142.222971, , , 0.000000, , , 
55302, , 9.613593, 1.798686, 1.066736, -0.202259, -0.098790, 0.023150, -0.013146, -0.001916, -0.001720, -0.972900, 0.243896, -0.181396, 0.096136, 0.017987, 0.010667, 1.000000, -0.000066, -0.000010, -0.000009, 60.566480, -76.446069, -142.392165, , , 0.000000, , , 
55303, , 9.619857, 1.753032, 1.050380, -0.245241, -0.121386, 0.018040, 0.012045, -0.001847, 0.001840, -0.975342, 0.243896, -0.181641, 0.096198, 0.017531, 0.010506, 1.000000, 0.000060, -0.000009, 0.000009, 60.575056, -76.447507, -142.393887, , , 0.000000, , , 
55304, , 9.598602, 1.812731, 1.093800, -0.189911, -0.067438, 0.014568, 0.017664, 0.000286, 0.006073, -0.975342, 0.248047, -0.181641, 0.095985, 0.018129, 0.010939, 1.000000, 0.000088, 0.000001, 0.000030, 60.584769, -76.451143, -142.393881, , , 0.000000, , , 
55305, , 9.652385, 1.876805, 1.154845, -0.147100, -0.006972, 0.086955, 0.015481, 0.004683, -0.002801, -0.973145, 0.246094, -0.179443, 0.096524, 0.018766, 0.011548, 1.000000, 0.000077, 0.000023, -0.000014, 60.587212, -76.448427, -142.387270, , , 0.000000, , , 
55306, , 9.666825, 1.962669, 1.140794, -0.064412, -0.011897, 0.116899, 0.007944, 0.013894, -0.000864, -0.966064, 0.248291, -0.181641, 0.096669, 0.019626, 0.011402, 1.000000, 0.000040, 0.000069, -0.000004, 60.575643, -76.446924, -142.371867, , , 0.000000, , , 
55307, , 9.582229, 2.010098, 1.049878, 0.011295, -0.084390, 0.033866, -0.013051, 0.014344, -0.003168, -0.970703, 0.248291, -0.181641, 0.095823, 0.020100, 0.010491, 1.000000, -0.000065, 0.000072, -0.000016, 60.542181, -76.441304, -142.345139, , , 0.000000, , , 
55308, , 9.654705, 1.895960, 1.107590, -0.121558, -0.054354, 0.087667, -0.026540, 0.017603, -0.004004, -0.968506, 0.246094, -0.177246, 0.096548, 0.018959, 0.011065, 1.000000, -0.000133, 0.000088, -0.000020, 60.499318, -76.435878, -142.317114, , , 0.000000, , , 
55309, , 9.555067, 1.940499, 0.946079, -0.034792, -0.195360, -0.018785, -0.033736, 0.021633, -0.002954, -0.973145, 0.248047, -0.179443, 0.095552, 0.019405, 0.009447, 1.000000, -0.000169, 0.000108, -0.000015, 60.438757, -76.428296, -142.274699, , , 0.000000, , , 
55310, , 9.579073, 1.891688, 1.095062, -0.108756, -0.059903, 0.011816, -0.020810, 0.018005, -0.000065, -0.973145, 0.250244, -0.175293, 0.095792, 0.018918, 0.010940, 1.000000, -0.000104, 0.000090, -0.000000, 60.411838, -76.428660, -142.261094, , , 0.000000, , , 
