PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
55301, , 9.734252, -1.623836, -1.194914, -0.000000, 0.000000, 0.128154, 0.020790, -0.000744, 0.004245, -0.838623, 0.613281, 0.036133, 0.097343, -0.016235, -0.011950, 1.000000, 0.000104, -0.000004, 0.000021, -126.356424, -78.299781, 43.862813, , , 0.000000, , , 
55302, , 9.657777, -1.573848, -1.152576, 0.178917, 0.039586, 0.038430, 0.017464, 0.019405, 0.010632, -0.841064, 0.617432, 0.040283, 0.096577, -0.015732, -0.011537, 1.000000, 0.000087, 0.000097, 0.000053, -123.581634, -77.659524, 41.333820, , , 0.000000, , , 
55303, , 9.613904, -1.609387, -1.102283, 0.131616, 0.075944, -0.004058, -0.007701, 0.035482, 0.016431, -0.841064, 0.617432, 0.038330, 0.096138, -0.016086, -0.011039, 1.000000, -0.000039, 0.000177, 0.000082, -123.484801, -77.662907, 41.230181, , , 0.000000, , , 
55304, , 9.544847, -1.800527, -1.036285, -0.073745, 0.106288, -0.045234, -0.024659, 0.032858, 0.018858, -0.843018, 0.613281, 0.034180, 0.095448, -0.017998, -0.010376, 1.000000, -0.000123, 0.000164, 0.000094, -123.427509, -77.659279, 41.151950, , , 0.000000, , , 
55305, , 9.604036, -1.930968, -0.995764, -0.195162, 0.135973, 0.031149, -0.000098, 0.031614, 0.023019, -0.838867, 0.621826, 0.031738, 0.096041, -0.019299, -0.009973, 1.000000, -0.000000, 0.000158, 0.000115, -123.325267, -77.658230, 41.047232, , , 0.000000, , , 
55306, , 9.561880, -1.760849, -0.907520, -0.045757, 0.234197, -0.050680, 0.019045, 0.031334, 0.024020, -0.836670, 0.617676, 0.040283, 0.095619, -0.017596, -0.009092, 1.000000, 0.000095, 0.000157, 0.000120, -123.201252, -77.658078, 40.933035, , , 0.000000, , , 
55307, , 9.640858, -1.747930, -1.008507, -0.003180, 0.145022, 0.036040, 0.010019, 0.024257, 0.020443, -0.841064, 0.619629, 0.033936, 0.096409, -0.017469, -0.010098, 1.000000, 0.000050, 0.000121, 0.000102, -123.113064, -77.655873, 40.848637, , , 0.000000, , , 
55308, , 9.636365, -1.819909, -0.985018, -0.075220, 0.157051, 0.041831, 0.002908, 0.028525, 0.017658, -0.843262, 0.619629, 0.033936, 0.096364, -0.018190, -0.009864, 1.000000, 0.000015, 0.000143, 0.000088, -123.036880, -77.653218, 40.769035, , , 0.000000, , , 
55309, , 9.590464, -1.859646, -0.976922, -0.120537, 0.151345, 0.003229, -0.000327, 0.026599, 0.017906, -0.841064, 0.619629, 0.038086, 0.095905, -0.018588, -0.009782, 1.000000, -0.000002, 0.000133, 0.000090, -122.953149, -77.652913, 40.683131, , , 0.000000, , , 
55310, , 9.520755, -1.876278, -1.012820, -0.141216, 0.102487, -0.057660, -0.006797, 0.022804, 0.007979, -0.843262, 0.619629, 0.038086, 0.095207, -0.018759, -0.010138, 1.000000, -0.000034, 0.000114, 0.000040, -122.897889, -77.654349, 40.620555, , , 0.000000, , , 
