PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
55301, , -9.541886, 1.869722, 0.651177, 0.000000, -0.000000, -0.067561, -0.010855, -0.035302, 0.007916, 0.796875, -0.567383, 0.058350, -0.095421, 0.018694, 0.006494, 1.000000, -0.000054, -0.000177, 0.000040, 70.843639, 78.283343, 143.840129, , , 0.000000, , , 
55302, , -9.509901, 1.774422, 0.633084, 0.101048, -0.040722, -0.118580, -0.009835, -0.032160, 0.014084, 0.801270, -0.569580, 0.058350, -0.095101, 0.017738, 0.006315, 1.000000, -0.000049, -0.000161, 0.000070, 71.133037, 78.164195, 143.921400, , , 0.000000, , , 
55303, , -9.479081, 1.782241, 0.651287, 0.094350, -0.020884, -0.146034, -0.005859, -0.031769, 0.012772, 0.794678, -0.569580, 0.060547, -0.094793, 0.017817, 0.006497, 1.000000, -0.000029, -0.000159, 0.000064, 71.058859, 78.151374, 143.849039, , , 0.000000, , , 
55304, , -9.492281, 1.818944, 0.586831, 0.043124, -0.076601, -0.130302, -0.005971, -0.025374, 0.016822, 0.799072, -0.569580, 0.060547, -0.094925, 0.018182, 0.005856, 1.000000, -0.000030, -0.000127, 0.000084, 71.001734, 78.137287, 143.794625, , , 0.000000, , , 
55305, , -9.532269, 1.832212, 0.586518, 0.037385, -0.080967, -0.088635, -0.011538, -0.029735, 0.005717, 0.796875, -0.569580, 0.060547, -0.095324, 0.018320, 0.005850, 1.000000, -0.000058, -0.000149, 0.000029, 70.923567, 78.128633, 143.721505, , , 0.000000, , , 
55306, , -9.504261, 1.867428, 0.557840, -0.009403, -0.097536, -0.111149, -0.020603, -0.027281, 0.006232, 0.794678, -0.567383, 0.058350, -0.095044, 0.018672, 0.005564, 1.000000, -0.000103, -0.000136, 0.000031, 70.854606, 78.121410, 143.661933, , , 0.000000, , , 
55307, , -9.543869, 1.828452, 0.539321, 0.027552, -0.133821, -0.081251, -0.031594, -0.022334, 0.001021, 0.796875, -0.567383, 0.058350, -0.095439, 0.018285, 0.005380, 1.000000, -0.000158, -0.000112, 0.000005, 70.779971, 78.116653, 143.604162, , , 0.000000, , , 
55308, , -9.593505, 1.808035, 0.532587, 0.052042, -0.154494, -0.037137, -0.036121, -0.021113, 0.001281, 0.801270, -0.571533, 0.060547, -0.095936, 0.018081, 0.005312, 1.000000, -0.000181, -0.000106, 0.000006, 70.708912, 78.112599, 143.552553, , , 0.000000, , , 
55309, , -9.624826, 1.789997, 0.487588, 0.060050, -0.208662, -0.013097, -0.036659, -0.017056, 0.005422, 0.801270, -0.571533, 0.056396, -0.096249, 0.017898, 0.004864, 1.000000, -0.000183, -0.000085, 0.000027, 70.648992, 78.106434, 143.512784, , , 0.000000, , , 
55310, , -9.632938, 1.769638, 0.515813, 0.088910, -0.190360, -0.007228, -0.040165, -0.012692, 0.011852, 0.796875, -0.573730, 0.054443, -0.096331, 0.017692, 0.005148, 1.000000, -0.000201, -0.000063, 0.000059, 70.612182, 78.099481, 143.498123, , , 0.000000, , , 
