PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
63872, , 9.855517, 1.419511, 1.056100, 0.000000, -0.000000, 0.200383, 0.016545, -0.029152, -0.009963, -0.963623, 0.235596, -0.266357, 0.098554, 0.014189, 0.010577, 1.000000, 0.000083, -0.000146, -0.000050, 53.299628, -79.819856, -120.515449, , , 0.000000, , , 
63873, , 9.618346, 1.531807, 0.793353, 0.385820, -0.297160, -0.053012, 0.061748, -0.028399, -0.009419, -0.958984, 0.235596, -0.266357, 0.096183, 0.015311, 0.007952, 1.000000, 0.000309, -0.000142, -0.000047, 46.646334, -79.631895, -115.706065, , , 0.000000, , , 
63874, , 9.340269, 1.537687, 0.719518, 0.436632, -0.315490, -0.334679, 0.084028, -0.025894, -0.019274, -0.956787, 0.237793, -0.266357, 0.093403, 0.015365, 0.007214, 1.000000, 0.000420, -0.000129, -0.000096, 46.794904, -79.634026, -115.808157, , , 0.000000, , , 
63875, , 9.262140, 1.534052, 0.871657, 0.379882, -0.161510, -0.393031, 0.130678, -0.017727, -0.027842, -0.956787, 0.244385, -0.268799, 0.092623, 0.015322, 0.008735, 1.000000, 0.000653, -0.000089, -0.000139, 46.968656, -79.627834, -115.908051, , , 0.000000, , , 
63876, , 9.087550, 2.048158, 0.982283, 0.825285, 0.149745, -0.483171, 0.119649, -0.008019, -0.037221, -0.954346, 0.237793, -0.266357, 0.090879, 0.020459, 0.009839, 1.000000, 0.000598, -0.000040, -0.000186, 47.134912, -79.615354, -116.007378, , , 0.000000, , , 
63877, , 9.269620, 2.143047, 1.186317, 0.819039, 0.341750, -0.266052, -0.001202, -0.008410, -0.049909, -0.961426, 0.242188, -0.266602, 0.092701, 0.021407, 0.011867, 1.000000, -0.000006, -0.000042, -0.000250, 47.267581, -79.596703, -116.142559, , , 0.000000, , , 
63878, , 9.614805, 2.073638, 1.289046, 0.685314, 0.352942, 0.077300, -0.065826, 0.024366, -0.068246, -0.958984, 0.235596, -0.268555, 0.096157, 0.020708, 0.012872, 1.000000, -0.000329, 0.000122, -0.000341, 47.318277, -79.558501, -116.232454, , , 0.000000, , , 
63879, , 9.792674, 1.988375, 1.036191, 0.679623, 0.053379, 0.210238, -0.120066, 0.047199, -0.075155, -0.956787, 0.235596, -0.264160, 0.097937, 0.019853, 0.010327, 1.000000, -0.000600, 0.000236, -0.000376, 47.321949, -79.505172, -116.305558, , , 0.000000, , , 
63880, , 9.987451, 1.946248, 1.018288, 0.628563, -0.019499, 0.394099, -0.148404, 0.063406, -0.073453, -0.956787, 0.233398, -0.270508, 0.099885, 0.019433, 0.010137, 1.000000, -0.000742, 0.000317, -0.000367, 47.246917, -79.449607, -116.315727, , , 0.000000, , , 
63881, , 9.748557, 2.029506, 1.153794, 0.673247, 0.162252, 0.187558, -0.185228, 0.062870, -0.064563, -0.958984, 0.235596, -0.266357, 0.097496, 0.020274, 0.011489, 0.999999, -0.000926, 0.000314, -0.000323, 47.170023, -79.391111, -116.343581, , , 0.000000, , , 
