PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
24645, , 9.733704, -0.174216, -2.328743, 0.000000, -0.000000, 0.197227, 0.067952, 0.004380, 0.007356, -1.195068, -0.066406, 0.161133, 0.097337, -0.001731, -0.023290, 1.000000, 0.000340, 0.000022, 0.000037, -175.750229, -76.507839, -149.589562, , , 0.000000, , , 
24646, , 9.794099, -0.042022, -1.808063, -0.000000, 0.000000, 0.146993, 0.133807, 0.022794, 0.008333, -1.195068, -0.066406, 0.158936, 0.097939, -0.000404, -0.018092, 1.000000, 0.000669, 0.000114, 0.000042, -178.720676, -79.531297, -132.845863, , , 0.000000, , , 
24647, , 9.893270, 0.040925, -1.428419, -0.595272, -0.303124, 0.160908, 0.021427, 0.046087, 0.011627, -1.188965, -0.055664, 0.163330, 0.098929, 0.000417, -0.014307, 1.000000, 0.000107, 0.000230, 0.000058, -177.024196, -78.044596, -143.172291, , , 0.000000, , , 
24648, , 9.835827, -0.128622, -1.541110, -0.388576, -0.350350, 0.130215, -0.038569, 0.087401, 0.020367, -1.186768, -0.060059, 0.165527, 0.098352, -0.001279, -0.015454, 1.000000, -0.000193, 0.000437, 0.000102, -176.978743, -78.093994, -143.241334, , , 0.000000, , , 
24649, , 9.627356, -0.120363, -1.539329, -0.355781, -0.313016, -0.073825, -0.001651, 0.075401, 0.017408, -1.191162, -0.051270, 0.169678, 0.096268, -0.001195, -0.015430, 1.000000, -0.000008, 0.000377, 0.000087, -176.916109, -78.135890, -143.306100, , , 0.000000, , , 
24650, , 9.590266, 0.016405, -1.659099, -0.343171, -0.123196, -0.086787, -0.009805, 0.050970, 0.012268, -1.188965, -0.051270, 0.163330, 0.095898, 0.000169, -0.016615, 1.000000, -0.000049, 0.000255, 0.000061, -176.880745, -78.164671, -143.347975, , , 0.000000, , , 
24651, , 9.580605, -0.016105, -2.013662, -0.051012, 0.078535, -0.023188, -0.023085, 0.039182, 0.002405, -1.188965, -0.051270, 0.169678, 0.095802, -0.000162, -0.020155, 1.000000, -0.000115, 0.000196, 0.000012, -176.882062, -78.188321, -143.360164, , , 0.000000, , , 
24652, , 9.581925, -0.149066, -2.322108, 0.268411, 0.171710, 0.042573, 0.041177, 0.034268, -0.008960, -1.184570, -0.051270, 0.165283, 0.095815, -0.001490, -0.023238, 1.000000, 0.000206, 0.000171, -0.000045, -176.877889, -78.208205, -143.340325, , , 0.000000, , , 
24653, , 9.620465, -0.155458, -2.085894, 0.090167, 0.016430, 0.032112, 0.160300, 0.017393, -0.014801, -1.186768, -0.049072, 0.165283, 0.096203, -0.001545, -0.020869, 1.000000, 0.000801, 0.000087, -0.000074, -176.825322, -78.219088, -143.300257, , , 0.000000, , , 
24654, , 9.691968, 0.065886, -1.483284, -0.515022, -0.198351, -0.023197, 0.159677, 0.024360, -0.008689, -1.182617, -0.051270, 0.167480, 0.096918, 0.000666, -0.014844, 1.000000, 0.000798, 0.000122, -0.000043, -176.753932, -78.233303, -143.279727, , , 0.000000, , , 
