PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
01260, , 9.510526, 0.189207, -2.311852, 0.021245, -0.066576, -0.023628, 0.003208, 0.028641, -0.042015, -0.899658, 0.444580, 0.171387, 0.095102, 0.001872, -0.023132, 1.000000, 0.000016, 0.000143, -0.000210, 175.544292, -76.704552, 98.565903, , , 0.000000, , , 
01261, , 9.536415, 0.148778, -2.290436, -0.025226, -0.045632, -0.004083, -0.001906, 0.022122, -0.042617, -0.899658, 0.444580, 0.169434, 0.095362, 0.001467, -0.022915, 1.000000, -0.000010, 0.000111, -0.000213, 175.435928, -76.715268, 98.676127, , , 0.000000, , , 
01262, , 9.513263, 0.194805, -2.253100, 0.015128, -0.012577, -0.034334, -0.001374, 0.016386, -0.041394, -0.904053, 0.448975, 0.169189, 0.095131, 0.001928, -0.022539, 1.000000, -0.000007, 0.000082, -0.000207, 175.336900, -76.717990, 98.774881, , , 0.000000, , , 
01263, , 9.496831, 0.152264, -2.274932, -0.028978, -0.042507, -0.046130, -0.013130, 0.015962, -0.036496, -0.899658, 0.442383, 0.169434, 0.094967, 0.001504, -0.022757, 1.000000, -0.000066, 0.000080, -0.000182, 175.237886, -76.725387, 98.868885, , , 0.000000, , , 
01264, , 9.486242, 0.132723, -2.219843, -0.055488, 0.006230, -0.069434, -0.012886, 0.006653, -0.037111, -0.906006, 0.438232, 0.167480, 0.094862, 0.001308, -0.022202, 1.000000, -0.000064, 0.000033, -0.000186, 175.141482, -76.724697, 98.959105, , , 0.000000, , , 
01265, , 9.522612, 0.115223, -2.254003, -0.075437, -0.021088, -0.026585, -0.010561, 0.010480, -0.032538, -0.906006, 0.440186, 0.171631, 0.095225, 0.001136, -0.022545, 1.000000, -0.000053, 0.000052, -0.000163, 175.054514, -76.729087, 99.042243, , , 0.000000, , , 
01266, , 9.558964, 0.097505, -2.288323, -0.095328, -0.048225, 0.016265, -0.014219, 0.003260, -0.031549, -0.906250, 0.444580, 0.165283, 0.095589, 0.000958, -0.022885, 1.000000, -0.000071, 0.000016, -0.000158, 174.971498, -76.728396, 99.118819, , , 0.000000, , , 
01267, , 9.533532, 0.145058, -2.307037, -0.048859, -0.069175, -0.003277, -0.007700, 0.002386, -0.029276, -0.906006, 0.442383, 0.169434, 0.095335, 0.001436, -0.023072, 1.000000, -0.000038, 0.000012, -0.000146, 174.895738, -76.728276, 99.192125, , , 0.000000, , , 
01268, , 9.556552, 0.161434, -2.274423, -0.038027, -0.031388, 0.011991, -0.006713, -0.003359, -0.021669, -0.903809, 0.438232, 0.169678, 0.095566, 0.001603, -0.022743, 1.000000, -0.000034, -0.000017, -0.000108, 174.842687, -76.726318, 99.243575, , , 0.000000, , , 
01269, , 9.539206, 0.172897, -2.230133, -0.031147, 0.008856, -0.014790, 0.000161, -0.006359, -0.022711, -0.899658, 0.444580, 0.167236, 0.095393, 0.001718, -0.022298, 1.000000, 0.000001, -0.000032, -0.000114, 174.789251, -76.721514, 99.298574, , , 0.000000, , , 
01270, , 9.564239, 0.216766, -2.229735, 0.009695, 0.018955, 0.010393, 0.001616, -0.007061, -0.021120, -0.904053, 0.448975, 0.167236, 0.095643, 0.002158, -0.022294, 1.000000, 0.000008, -0.000035, -0.000106, 174.746293, -76.714871, 99.343410, , , 0.000000, , , 
01271, , 9.564411, 0.249074, -2.316168, 0.045845, -0.062361, 0.031024, -0.009519, 0.000150, -0.015157, -0.906006, 0.438232, 0.167480, 0.095644, 0.002482, -0.023162, 1.000000, -0.000048, 0.000001, -0.000076, 174.704183, -76.714158, 99.381074, , , 0.000000, , , 
01272, , 9.545621, 0.176454, -2.307956, -0.028106, -0.064206, 0.009317, -0.011549, -0.000111, -0.017894, -0.901855, 0.444580, 0.171387, 0.095456, 0.001755, -0.023080, 1.000000, -0.000058, -0.000001, -0.000089, 174.657042, -76.713603, 99.423467, , , 0.000000, , , 
01273, , 9.587655, 0.180118, -2.265799, -0.030468, -0.013326, 0.040652, -0.006954, -0.005317, -0.011196, -0.908203, 0.444580, 0.167236, 0.095877, 0.001795, -0.022655, 1.000000, -0.000035, -0.000027, -0.000056, 174.627218, -76.709971, 99.450017, , , 0.000000, , , 
01274, , 9.566273, 0.164975, -2.244638, -0.047189, 0.002325, 0.014670, 0.002889, -0.009225, -0.011673, -0.908203, 0.438232, 0.173828, 0.095664, 0.001644, -0.022442, 1.000000, 0.000014, -0.000046, -0.000058, 174.608914, -76.701755, 99.470201, , , 0.000000, , , 
01275, , 9.568197, 0.194132, -2.277024, -0.017228, -0.025819, 0.024586, -0.004563, -0.007190, -0.011776, -0.903809, 0.438232, 0.173828, 0.095683, 0.001935, -0.022767, 1.000000, -0.000023, -0.000036, -0.000059, 174.579527, -76.697018, 99.497712, , , 0.000000, , , 
