PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
01260, , 9.525427, 1.774620, 1.355673, -0.009605, -0.073685, -0.029264, 0.035915, -0.002640, 0.013049, -0.809082, -0.592041, -0.218262, 0.095253, 0.017750, 0.013561, 1.000000, 0.000180, -0.000013, 0.000065, 54.302236, -77.022129, 21.074613, , , 0.000000, , , 
01261, , 9.581094, 1.869746, 1.338628, -0.085002, -0.028713, 0.040088, 0.033090, -0.001897, 0.011485, -0.806641, -0.589844, -0.213867, 0.095810, 0.018701, 0.013390, 1.000000, 0.000165, -0.000009, 0.000057, 54.308361, -77.028107, 21.087782, , , 0.000000, , , 
01262, , 9.569097, 1.799087, 1.251021, -0.000896, 0.034923, 0.004041, 0.028220, -0.007387, 0.015649, -0.804199, -0.594238, -0.216064, 0.095689, 0.017997, 0.012516, 1.000000, 0.000141, -0.000037, 0.000078, 54.330341, -77.039678, 21.084221, , , 0.000000, , , 
01263, , 9.568930, 1.836669, 1.328903, -0.056457, -0.031236, 0.020908, 0.031252, -0.006790, 0.014031, -0.806641, -0.592041, -0.213867, 0.095688, 0.018371, 0.013295, 1.000000, 0.000156, -0.000034, 0.000070, 54.341613, -77.048478, 21.091028, , , 0.000000, , , 
01264, , 9.578659, 1.856946, 1.302134, -0.068733, -0.001218, 0.030573, 0.025483, -0.009701, 0.016741, -0.809082, -0.592041, -0.218262, 0.095784, 0.018576, 0.013028, 1.000000, 0.000127, -0.000049, 0.000084, 54.370167, -77.061133, 21.079841, , , 0.000000, , , 
01265, , 9.618039, 1.839468, 1.301923, -0.045307, -0.002919, 0.065737, 0.015816, -0.000569, 0.014152, -0.808838, -0.594238, -0.216064, 0.096179, 0.018400, 0.013021, 1.000000, 0.000079, -0.000003, 0.000071, 54.359816, -77.067913, 21.099760, , , 0.000000, , , 
01266, , 9.635056, 1.769697, 1.320513, 0.019098, -0.037499, 0.072055, 0.009274, 0.003485, 0.009565, -0.808838, -0.594238, -0.220459, 0.096350, 0.017701, 0.013204, 1.000000, 0.000046, 0.000017, 0.000048, 54.348866, -77.071259, 21.117186, , , 0.000000, , , 
01267, , 9.633397, 1.799701, 1.275737, 0.000380, 0.013744, 0.070054, 0.013330, 0.008496, 0.006598, -0.809082, -0.592285, -0.213867, 0.096334, 0.017999, 0.012754, 1.000000, 0.000067, 0.000042, 0.000033, 54.329672, -77.071493, 21.144714, , , 0.000000, , , 
01268, , 9.585568, 1.755341, 1.221992, 0.044829, 0.050679, 0.008363, -0.000813, 0.004738, 0.007270, -0.808838, -0.594238, -0.216064, 0.095855, 0.017557, 0.012218, 1.000000, -0.000004, 0.000024, 0.000036, 54.312863, -77.073357, 21.162132, , , 0.000000, , , 
01269, , 9.516464, 1.847265, 1.274522, -0.069856, 0.018707, -0.035435, 0.013716, 0.003710, 0.008730, -0.809082, -0.592285, -0.213867, 0.095164, 0.018476, 0.012745, 1.000000, 0.000069, 0.000019, 0.000044, 54.300484, -77.076179, 21.182896, , , 0.000000, , , 
01270, , 9.568468, 1.861461, 1.282813, -0.075031, 0.018231, 0.018907, 0.000897, 0.002642, 0.007527, -0.808838, -0.594238, -0.218262, 0.095684, 0.018618, 0.012827, 1.000000, 0.000004, 0.000013, 0.000038, 54.301808, -77.079995, 21.184795, , , 0.000000, , , 
01271, , 9.531328, 1.846136, 1.327437, -0.079737, -0.031307, -0.014260, -0.000940, 0.000353, 0.013112, -0.809082, -0.592041, -0.218262, 0.095312, 0.018468, 0.013274, 1.000000, -0.000005, 0.000002, 0.000066, 54.281435, -77.085977, 21.205144, , , 0.000000, , , 
01272, , 9.581628, 1.819409, 1.347812, -0.049683, -0.053370, 0.032571, 0.005726, 0.000687, 0.011858, -0.811279, -0.592285, -0.218262, 0.095815, 0.018199, 0.013478, 1.000000, 0.000029, 0.000003, 0.000059, 54.265416, -77.090064, 21.224588, , , 0.000000, , , 
01273, , 9.560147, 1.727003, 1.286416, 0.046795, -0.019905, -0.013135, 0.005599, -0.006308, 0.014665, -0.813477, -0.596680, -0.215820, 0.095600, 0.017277, 0.012868, 1.000000, 0.000028, -0.000032, 0.000073, 54.260011, -77.098996, 21.233425, , , 0.000000, , , 
01274, , 9.530785, 1.763752, 1.259306, 0.011261, 0.012352, -0.038627, 0.032561, -0.006705, 0.009126, -0.811279, -0.594238, -0.218262, 0.095307, 0.017640, 0.012599, 1.000000, 0.000163, -0.000034, 0.000046, 54.286314, -77.105057, 21.226797, , , 0.000000, , , 
01275, , 9.602904, 1.828913, 1.339387, -0.055343, -0.043275, 0.053909, 0.028414, -0.008653, 0.009437, -0.813477, -0.594482, -0.218262, 0.096028, 0.018292, 0.013401, 1.000000, 0.000142, -0.000043, 0.000047, 54.306398, -77.112341, 21.222895, , , 0.000000, , , 
01276, , 9.619857, 1.759638, 1.357364, 0.009222, -0.077526, 0.060221, 0.022088, 0.001950, 0.007731, -0.813721, -0.590088, -0.213867, 0.096198, 0.017599, 0.013575, 1.000000, 0.000110, 0.000010, 0.000039, 54.302089, -77.113800, 21.240038, , , 0.000000, , , 
01277, , 9.605579, 1.829450, 1.246859, -0.034665, 0.045414, 0.044565, 0.005511, -0.005855, 0.008975, -0.806641, -0.592041, -0.218262, 0.096055, 0.018298, 0.012472, 1.000000, 0.000028, -0.000029, 0.000045, 54.304040, -77.119933, 21.241276, , , 0.000000, , , 
