PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
24441, , 9.614250, -1.677731, -0.868466, -0.000000, -0.000000, -0.014585, -0.174901, 0.006238, 0.017748, -0.719482, 0.548828, 0.075439, 0.096144, -0.016776, -0.008673, 1.000000, -0.000875, 0.000031, 0.000089, -117.337889, -78.886810, 25.211544, , , 0.000000, , , 
24442, , 9.580046, -1.616219, -0.890959, 0.000000, 0.000000, -0.056497, -0.137066, -0.005281, 0.016022, -0.717041, 0.544434, 0.083984, 0.095802, -0.016161, -0.008896, 1.000000, -0.000685, -0.000026, 0.000080, -118.831599, -79.100706, 25.767795, , , 0.000000, , , 
24443, , 9.585174, -1.722692, -0.994244, -0.081452, -0.111786, -0.024295, -0.117931, -0.010074, 0.008298, -0.719238, 0.540039, 0.086182, 0.095853, -0.017229, -0.009927, 1.000000, -0.000590, -0.000050, 0.000041, -118.129081, -78.991045, 25.399749, , , 0.000000, , , 
24444, , 9.695380, -1.713906, -0.858053, -0.048304, 0.035084, 0.070155, -0.109373, -0.007125, 0.011880, -0.712646, 0.546631, 0.092285, 0.096955, -0.017138, -0.008568, 1.000000, -0.000547, -0.000036, 0.000059, -118.193735, -78.983117, 25.401773, , , 0.000000, , , 
24445, , 9.739557, -1.629523, -0.700445, 0.050009, 0.194262, 0.085024, -0.253091, 0.001641, 0.037338, -0.723877, 0.544434, 0.088135, 0.097399, -0.016286, -0.006985, 0.999999, -0.001265, 0.000008, 0.000187, -118.288305, -78.964374, 25.349590, , , 0.000000, , , 
24446, , 9.574269, -1.587452, -0.890380, 0.056869, -0.005705, -0.067117, -0.391707, 0.000221, 0.058059, -0.714844, 0.544434, 0.088135, 0.095747, -0.015864, -0.008873, 0.999998, -0.001959, 0.000001, 0.000290, -118.431255, -78.935161, 25.266569, , , 0.000000, , , 
24447, , 9.678558, -1.642485, -0.755742, 0.030716, 0.147351, 0.032145, -0.547222, 0.005068, 0.084367, -0.714844, 0.544434, 0.090332, 0.096792, -0.016405, -0.007515, 0.999996, -0.002736, 0.000025, 0.000422, -118.613080, -78.894294, 25.132388, , , 0.000000, , , 
24448, , 9.366579, -1.793662, -1.108683, -0.187615, -0.208044, -0.215777, -0.656478, -0.017149, 0.087466, -0.719482, 0.544434, 0.105225, 0.093675, -0.017932, -0.011020, 0.999995, -0.003282, -0.000086, 0.000437, -118.910428, -78.845635, 25.052092, , , 0.000000, , , 
24449, , 9.517949, -1.782900, -1.264100, -0.158030, -0.338925, -0.054194, -0.469341, -0.023328, 0.066077, -0.712891, 0.548828, 0.103027, 0.095187, -0.017827, -0.012588, 0.999997, -0.002347, -0.000117, 0.000330, -119.144526, -78.805847, 25.016642, , , 0.000000, , , 
24450, , 9.694861, -1.767942, -1.255719, -0.110882, -0.309055, 0.116309, -0.330110, 0.000834, 0.041007, -0.719482, 0.548828, 0.100830, 0.096952, -0.017680, -0.012528, 0.999999, -0.001651, 0.000004, 0.000205, -119.273678, -78.785572, 24.955489, , , 0.000000, , , 
